id,shutdown_blame,shutdown_inconv,region,gender,age,educ,pid,income,weight
100649,Trump and the Republicans in Congress,No,South,Female,53,post-graduate degree,Republican,75 to under 100 thousand,0.7190884
100161,Trump and the Republicans in Congress,No,Midwest,Male,67,post-graduate degree,Democrat,20 to under 35 thousand,0.3763275
100248,Trump and the Republicans in Congress,No,Midwest,Male,71,post-graduate degree,Democrat,100 thousand or more,0.4568598
100307,Pelosi and the Democrats in Congress,No,West,Male,71,college degree,Republican,50 to under 75 thousand,0.3799087
100824,Pelosi and the Democrats in Congress,Yes,South,Male,46,post-graduate degree,Republican,100 thousand or more,0.6799192
100850,NA,No,Northeast,Male,60,high school or less,Democrat,100 thousand or more,0.7731079
100537,Trump and the Republicans in Congress,No,South,Male,22,college degree,Democrat,50 to under 75 thousand,1.2371148
100674,Pelosi and the Democrats in Congress,No,Midwest,Female,30,some college,NA,50 to under 75 thousand,1.7304937
100721,Trump and the Republicans in Congress,No,West,Male,79,college degree,Democrat,100 thousand or more,0.3799087
100776,Trump and the Republicans in Congress,No,Northeast,Female,40,college degree,Democrat,NA,1.3534434
100808,Pelosi and the Democrats in Congress,No,South,Male,71,college degree,Republican,50 to under 75 thousand,0.4312793
100832,Pelosi and the Democrats in Congress,Yes,South,Female,65,college degree,Republican,100 thousand or more,0.514185
100878,Pelosi and the Democrats in Congress,No,South,Male,54,college degree,Independent,100 thousand or more,0.8297642
100905,Pelosi and the Democrats in Congress,No,West,Male,30,high school or less,Republican,50 to under 75 thousand,1.5456363
100954,Trump and the Republicans in Congress,No,Midwest,Female,18,high school or less,Democrat,20 to under 35 thousand,2.3537426
101073,NA,No,West,Male,48,some college,Independent,100 thousand or more,1.2351745
340,Trump and the Republicans in Congress,No,NA,Female,72,high school or less,Democrat,Under 20 thousand dollars,0.8460181
364,Trump and the Republicans in Congress,No,NA,Female,90,high school or less,Republican,35 to under 50 thousand,0.5404739
420,Trump and the Republicans in Congress,Yes,NA,Male,58,high school or less,Democrat,35 to under 50 thousand,0.6882532
432,Pelosi and the Democrats in Congress,No,NA,Male,59,high school or less,Republican,100 thousand or more,0.8270011
446,Pelosi and the Democrats in Congress,No,NA,Female,89,some college,Republican,20 to under 35 thousand,0.4324062
100134,NA,No,South,Female,56,high school or less,Independent,20 to under 35 thousand,2.1276329
100378,NA,No,South,Female,28,high school or less,Democrat,NA,5.999094
100472,NA,NA,South,Male,23,NA,NA,NA,0.9418015
100571,Trump and the Republicans in Congress,No,South,Female,35,high school or less,Democrat,Under 20 thousand dollars,2.9150488
100648,Trump and the Republicans in Congress,No,Midwest,Female,35,high school or less,Independent,NA,1.2383581
100680,Trump and the Republicans in Congress,No,South,Male,33,high school or less,Democrat,20 to under 35 thousand,2.0140391
100705,Trump and the Republicans in Congress,Yes,West,Male,43,high school or less,Democrat,20 to under 35 thousand,2.1513417
100959,Trump and the Republicans in Congress,No,Northeast,Female,32,high school or less,Democrat,35 to under 50 thousand,5.9550347
100978,Trump and the Republicans in Congress,No,Northeast,Male,NA,high school or less,Democrat,20 to under 35 thousand,3.0030133
101068,Pelosi and the Democrats in Congress,No,West,Male,65,high school or less,Democrat,20 to under 35 thousand,0.8210352
101077,Pelosi and the Democrats in Congress,Yes,West,Female,60,college degree,Republican,100 thousand or more,1.2843112
100108,Trump and the Republicans in Congress,Yes,Midwest,Female,42,high school or less,Independent,75 to under 100 thousand,2.1605114
100203,Trump and the Republicans in Congress,No,South,Female,33,college degree,Democrat,100 thousand or more,1.3117903
100254,Pelosi and the Democrats in Congress,No,South,Female,65,some college,Republican,50 to under 75 thousand,0.7087644
100456,Pelosi and the Democrats in Congress,No,Northeast,Male,49,some college,Republican,75 to under 100 thousand,0.8464675
100527,Trump and the Republicans in Congress,No,South,Male,26,some college,Democrat,35 to under 50 thousand,1.2583255
100580,NA,No,Midwest,Male,31,college degree,Republican,100 thousand or more,1.0529961
100606,Pelosi and the Democrats in Congress,No,South,Female,53,some college,Republican,35 to under 50 thousand,1.0871279
100661,Trump and the Republicans in Congress,No,South,Male,69,high school or less,Democrat,35 to under 50 thousand,0.7146785
100696,Pelosi and the Democrats in Congress,No,West,Female,69,post-graduate degree,Republican,50 to under 75 thousand,0.608637
100521,Pelosi and the Democrats in Congress,No,Midwest,Male,38,college degree,Republican,100 thousand or more,0.8673804
100560,Trump and the Republicans in Congress,No,South,Female,60,some college,Democrat,NA,1.2693592
100637,NA,No,South,Male,58,high school or less,Democrat,Under 20 thousand dollars,0.9388269
100750,Pelosi and the Democrats in Congress,No,Northeast,Male,NA,some college,Republican,75 to under 100 thousand,0.4032539
100765,NA,No,Northeast,Male,64,college degree,Republican,100 thousand or more,0.5447434
100836,Pelosi and the Democrats in Congress,No,Northeast,Male,28,NA,NA,NA,1.0431443
100884,Trump and the Republicans in Congress,No,South,Female,57,some college,Democrat,100 thousand or more,1.0456044
101015,Pelosi and the Democrats in Congress,No,South,Female,68,high school or less,Republican,35 to under 50 thousand,0.729739
101028,Trump and the Republicans in Congress,Yes,West,Female,NA,college degree,NA,NA,0.5947966
101049,Pelosi and the Democrats in Congress,No,West,Male,34,high school or less,Republican,20 to under 35 thousand,1.3755372
101061,NA,No,South,Male,51,post-graduate degree,Republican,100 thousand or more,0.7565521
101081,NA,No,West,Male,44,post-graduate degree,Democrat,100 thousand or more,0.882698
263,Trump and the Republicans in Congress,Yes,NA,Female,74,high school or less,Democrat,Under 20 thousand dollars,0.8768801
343,Trump and the Republicans in Congress,Yes,NA,Female,67,college degree,Democrat,20 to under 35 thousand,0.8048674
100152,Trump and the Republicans in Congress,No,South,Male,48,high school or less,Democrat,75 to under 100 thousand,2.6254585
100246,Pelosi and the Democrats in Congress,No,Midwest,Male,51,post-graduate degree,Republican,100 thousand or more,0.7007478
100452,Pelosi and the Democrats in Congress,No,South,Female,65,some college,Republican,100 thousand or more,0.7087644
100516,Pelosi and the Democrats in Congress,Yes,South,Female,59,some college,Republican,100 thousand or more,1.0871279
100602,Trump and the Republicans in Congress,No,South,Male,54,some college,Republican,50 to under 75 thousand,0.7511086
100618,Trump and the Republicans in Congress,Yes,West,Female,30,post-graduate degree,Democrat,100 thousand or more,1.6043665
100783,NA,No,South,Female,76,high school or less,Democrat,NA,1.7411579
100848,Pelosi and the Democrats in Congress,No,Northeast,Female,64,post-graduate degree,Republican,NA,0.8727124
100869,Trump and the Republicans in Congress,No,Midwest,Male,36,high school or less,Democrat,100 thousand or more,1.4944276
100921,Pelosi and the Democrats in Congress,No,Northeast,Female,73,some college,Republican,20 to under 35 thousand,0.5836554
100713,Pelosi and the Democrats in Congress,No,West,Male,66,post-graduate degree,Republican,75 to under 100 thousand,0.4344909
100022,Trump and the Republicans in Congress,No,South,Male,88,college degree,Republican,75 to under 100 thousand,0.355256
100085,Trump and the Republicans in Congress,No,Northeast,Male,62,post-graduate degree,Republican,100 thousand or more,0.4966794
100149,Trump and the Republicans in Congress,No,Northeast,Male,72,college degree,Democrat,50 to under 75 thousand,0.3551512
100181,NA,No,South,Male,66,high school or less,Republican,75 to under 100 thousand,0.6120781
100349,Trump and the Republicans in Congress,Yes,West,Female,27,college degree,Democrat,50 to under 75 thousand,1.7153123
100355,Trump and the Republicans in Congress,No,West,Male,66,post-graduate degree,Republican,100 thousand or more,0.1999698
100365,Trump and the Republicans in Congress,No,West,Female,26,high school or less,Democrat,Under 20 thousand dollars,2.7175261
100401,Pelosi and the Democrats in Congress,No,South,Female,76,high school or less,Republican,75 to under 100 thousand,0.729739
100429,Trump and the Republicans in Congress,No,South,Male,21,high school or less,Democrat,50 to under 75 thousand,1.1529852
100468,Trump and the Republicans in Congress,Yes,South,Male,58,some college,Republican,100 thousand or more,0.7511086
100520,NA,No,Midwest,Male,30,some college,Republican,35 to under 50 thousand,0.9848611
100566,Trump and the Republicans in Congress,No,Northeast,Male,24,college degree,Democrat,50 to under 75 thousand,1.1512463
100605,Trump and the Republicans in Congress,No,South,Male,53,high school or less,Democrat,35 to under 50 thousand,1.096199
100625,Pelosi and the Democrats in Congress,Yes,West,Male,52,college degree,Republican,100 thousand or more,0.3346204
100675,Pelosi and the Democrats in Congress,No,Midwest,Female,44,post-graduate degree,Republican,20 to under 35 thousand,1.1433401
100688,Pelosi and the Democrats in Congress,Yes,Midwest,Male,77,post-graduate degree,Republican,100 thousand or more,0.4568598
100712,Trump and the Republicans in Congress,Yes,West,Female,29,college degree,Democrat,20 to under 35 thousand,1.5265403
100965,Trump and the Republicans in Congress,No,South,Male,38,high school or less,Democrat,75 to under 100 thousand,1.4453386
100972,Trump and the Republicans in Congress,Yes,Northeast,Female,46,college degree,Democrat,75 to under 100 thousand,1.2598728
101035,Trump and the Republicans in Congress,Yes,West,Male,55,post-graduate degree,Republican,100 thousand or more,0.6449993
101089,Trump and the Republicans in Congress,No,West,Female,44,college degree,Democrat,50 to under 75 thousand,1.4012185
100791,Trump and the Republicans in Congress,No,Midwest,Male,40,post-graduate degree,Democrat,100 thousand or more,0.9589913
100888,NA,No,South,Male,41,some college,Democrat,35 to under 50 thousand,1.6094923
100922,Trump and the Republicans in Congress,No,South,Female,50,high school or less,Democrat,20 to under 35 thousand,2.1276329
100971,Pelosi and the Democrats in Congress,Yes,Northeast,Male,57,NA,Democrat,Under 20 thousand dollars,1.9077783
100984,Trump and the Republicans in Congress,No,Northeast,Male,54,high school or less,Democrat,Under 20 thousand dollars,1.210524
101040,Trump and the Republicans in Congress,No,West,Male,29,high school or less,Democrat,Under 20 thousand dollars,2.3437527
101067,NA,Yes,West,Male,61,some college,Republican,20 to under 35 thousand,1.0075294
100457,Trump and the Republicans in Congress,No,South,Female,45,some college,Democrat,50 to under 75 thousand,1.4877622
100526,Trump and the Republicans in Congress,No,South,Female,35,college degree,Independent,NA,1.355391
100573,Pelosi and the Democrats in Congress,Yes,South,Female,19,high school or less,Republican,100 thousand or more,1.6687898
100685,Pelosi and the Democrats in Congress,Yes,South,Male,38,college degree,Democrat,100 thousand or more,0.9063303
100976,Trump and the Republicans in Congress,No,Northeast,Female,58,college degree,Democrat,Under 20 thousand dollars,0.9571654
101000,Trump and the Republicans in Congress,Yes,South,Male,56,college degree,Democrat,100 thousand or more,0.5449043
101056,Trump and the Republicans in Congress,No,West,Male,19,high school or less,Independent,35 to under 50 thousand,1.2329953
101092,Trump and the Republicans in Congress,Yes,West,Female,59,high school or less,Democrat,Under 20 thousand dollars,3.7246475
100164,Trump and the Republicans in Congress,Yes,Northeast,Male,29,high school or less,Democrat,20 to under 35 thousand,1.5723438
100182,Trump and the Republicans in Congress,No,South,Male,19,some college,Republican,20 to under 35 thousand,1.2583255
100213,NA,No,South,Male,60,high school or less,Republican,50 to under 75 thousand,0.9388269
100344,Pelosi and the Democrats in Congress,Yes,West,Male,39,post-graduate degree,Democrat,35 to under 50 thousand,0.817949
100789,Pelosi and the Democrats in Congress,No,South,Male,50,high school or less,Republican,100 thousand or more,1.2108816
100807,Trump and the Republicans in Congress,No,Midwest,Female,42,some college,Democrat,100 thousand or more,1.4238252
100818,Trump and the Republicans in Congress,No,Northeast,Female,58,post-graduate degree,Democrat,50 to under 75 thousand,0.8727124
101036,Pelosi and the Democrats in Congress,No,West,Male,70,college degree,Republican,75 to under 100 thousand,0.3799087
101058,Pelosi and the Democrats in Congress,No,South,Male,54,post-graduate degree,Republican,100 thousand or more,0.6031447
101064,Trump and the Republicans in Congress,No,West,Male,21,college degree,Democrat,50 to under 75 thousand,0.9762211
100528,Trump and the Republicans in Congress,No,South,Male,18,some college,Democrat,20 to under 35 thousand,1.2583255
100622,Trump and the Republicans in Congress,No,West,Male,33,high school or less,Democrat,50 to under 75 thousand,2.1538011
100663,Trump and the Republicans in Congress,No,West,Female,42,post-graduate degree,Democrat,75 to under 100 thousand,1.2775857
100054,Pelosi and the Democrats in Congress,No,South,Male,63,high school or less,Republican,50 to under 75 thousand,0.9388269
100078,Pelosi and the Democrats in Congress,No,South,Male,80,college degree,Democrat,50 to under 75 thousand,0.4312793
100163,Trump and the Republicans in Congress,Yes,Midwest,Male,NA,high school or less,Democrat,NA,2.3372863
100313,Trump and the Republicans in Congress,No,West,Female,68,college degree,Democrat,100 thousand or more,0.6675353
100419,Trump and the Republicans in Congress,Yes,South,Male,18,high school or less,Democrat,100 thousand or more,1.3997188
100440,Trump and the Republicans in Congress,No,Northeast,Female,69,some college,Democrat,100 thousand or more,0.5836554
100797,Trump and the Republicans in Congress,No,South,Male,56,college degree,Republican,100 thousand or more,0.6615115
100819,Pelosi and the Democrats in Congress,Yes,South,Male,53,high school or less,Republican,35 to under 50 thousand,0.4305891
100843,Trump and the Republicans in Congress,Yes,Northeast,Male,37,college degree,Democrat,100 thousand or more,0.3530356
101007,Trump and the Republicans in Congress,No,South,Female,34,some college,Democrat,NA,1.4894633
101097,Trump and the Republicans in Congress,No,Midwest,Male,21,some college,Republican,20 to under 35 thousand,1.3010628
100348,NA,No,West,Male,22,high school or less,Republican,NA,1.4968508
100770,Pelosi and the Democrats in Congress,No,Northeast,Male,43,some college,Republican,NA,1.609017
100911,NA,No,West,Male,55,college degree,Republican,NA,0.7074164
100966,Trump and the Republicans in Congress,No,South,Female,66,some college,Republican,NA,0.5838277
100982,Trump and the Republicans in Congress,No,South,Female,38,post-graduate degree,Democrat,35 to under 50 thousand,1.396537
101051,Trump and the Republicans in Congress,Yes,South,Female,63,college degree,Democrat,75 to under 100 thousand,0.7886752
101069,Trump and the Republicans in Congress,Yes,West,Female,54,some college,Democrat,NA,1.4582623
100020,Pelosi and the Democrats in Congress,No,Northeast,Male,41,some college,Republican,50 to under 75 thousand,1.0276077
100057,Pelosi and the Democrats in Congress,No,South,Male,63,post-graduate degree,Republican,100 thousand or more,0.6031447
100093,Trump and the Republicans in Congress,Yes,South,Female,30,some college,Democrat,75 to under 100 thousand,1.5389693
100158,Pelosi and the Democrats in Congress,No,Northeast,Male,18,high school or less,Republican,NA,2.8594289
100166,Trump and the Republicans in Congress,No,South,Female,24,high school or less,Democrat,20 to under 35 thousand,2.3654983
100199,NA,No,Midwest,Male,62,some college,Independent,50 to under 75 thousand,0.7188294
100236,Trump and the Republicans in Congress,No,South,Male,18,some college,Democrat,Under 20 thousand dollars,1.1198453
100341,NA,No,West,Female,50,college degree,Independent,75 to under 100 thousand,1.2843112
100359,Pelosi and the Democrats in Congress,No,West,Male,45,some college,Republican,50 to under 75 thousand,1.2351745
100402,NA,No,Northeast,Male,49,high school or less,Independent,100 thousand or more,2.0111452
100414,Trump and the Republicans in Congress,No,South,Male,30,post-graduate degree,Democrat,NA,0.9648828
100508,NA,No,Midwest,Female,27,college degree,Republican,100 thousand or more,1.6584822
100536,Pelosi and the Democrats in Congress,Yes,South,Male,42,college degree,Republican,100 thousand or more,0.9052953
100582,Pelosi and the Democrats in Congress,No,Midwest,Male,28,post-graduate degree,Republican,35 to under 50 thousand,1.310492
100677,NA,No,Midwest,Male,53,high school or less,Democrat,35 to under 50 thousand,1.0907513
100709,NA,No,West,Male,63,some college,Republican,100 thousand or more,0.7434611
100804,Trump and the Republicans in Congress,No,Midwest,Male,28,some college,Democrat,35 to under 50 thousand,1.3010628
100872,Pelosi and the Democrats in Congress,No,South,Female,NA,high school or less,Republican,35 to under 50 thousand,0.8858999
100934,NA,No,West,Female,36,college degree,Democrat,75 to under 100 thousand,1.7596222
100955,Trump and the Republicans in Congress,Yes,West,Female,55,college degree,Democrat,35 to under 50 thousand,1.0238893
100974,NA,No,Northeast,Male,33,post-graduate degree,Republican,100 thousand or more,1.2935275
100992,Pelosi and the Democrats in Congress,No,Midwest,Male,43,some college,Republican,100 thousand or more,1.1942516
101016,Pelosi and the Democrats in Congress,No,South,Male,52,post-graduate degree,Republican,50 to under 75 thousand,0.4968262
101029,NA,No,West,Female,81,high school or less,Democrat,35 to under 50 thousand,0.7803784
101065,NA,Yes,West,Male,26,high school or less,Democrat,50 to under 75 thousand,1.4968508
100146,Trump and the Republicans in Congress,No,Northeast,Female,30,some college,Democrat,100 thousand or more,1.4890234
100176,Pelosi and the Democrats in Congress,No,South,Male,57,post-graduate degree,Democrat,50 to under 75 thousand,0.4968262
100201,Pelosi and the Democrats in Congress,Yes,Midwest,Male,65,post-graduate degree,Independent,100 thousand or more,0.4568598
100300,Trump and the Republicans in Congress,No,West,Male,58,some college,Independent,75 to under 100 thousand,0.7725511
100764,Trump and the Republicans in Congress,No,Midwest,Female,55,post-graduate degree,Democrat,100 thousand or more,1.0142375
100841,Trump and the Republicans in Congress,No,South,Female,20,some college,Democrat,50 to under 75 thousand,1.6208243
100901,Pelosi and the Democrats in Congress,No,South,Male,28,some college,Independent,50 to under 75 thousand,1.1198453
100927,Pelosi and the Democrats in Congress,No,West,Male,66,some college,Republican,35 to under 50 thousand,0.5236748
100941,Pelosi and the Democrats in Congress,No,West,Female,37,college degree,Independent,NA,1.4028205
100070,Trump and the Republicans in Congress,No,Northeast,Female,72,post-graduate degree,Democrat,50 to under 75 thousand,0.4686788
100188,Pelosi and the Democrats in Congress,No,Midwest,Male,35,post-graduate degree,Republican,NA,0.9600877
100506,Trump and the Republicans in Congress,Yes,Northeast,Male,47,some college,Democrat,20 to under 35 thousand,1.1998619
100640,Pelosi and the Democrats in Congress,No,South,Male,53,college degree,Republican,50 to under 75 thousand,0.6615115
101048,Pelosi and the Democrats in Congress,No,West,Female,70,post-graduate degree,Republican,35 to under 50 thousand,0.608637
100075,Pelosi and the Democrats in Congress,No,South,Male,70,high school or less,Republican,50 to under 75 thousand,1.2507586
100157,Pelosi and the Democrats in Congress,No,South,Male,44,post-graduate degree,Republican,75 to under 100 thousand,1.06461
100209,Trump and the Republicans in Congress,Yes,South,Male,40,post-graduate degree,Democrat,35 to under 50 thousand,0.6799192
100269,Pelosi and the Democrats in Congress,No,Midwest,Male,65,post-graduate degree,Republican,100 thousand or more,0.4568598
100353,Trump and the Republicans in Congress,No,West,Male,70,some college,Democrat,100 thousand or more,0.5236748
100400,Pelosi and the Democrats in Congress,No,South,Male,55,college degree,Independent,NA,0.1999698
100609,Trump and the Republicans in Congress,No,South,Female,76,high school or less,Democrat,Under 20 thousand dollars,1.1112249
100728,Trump and the Republicans in Congress,Yes,West,Female,23,college degree,Democrat,20 to under 35 thousand,1.2574513
100787,Pelosi and the Democrats in Congress,No,Midwest,Female,60,some college,Republican,100 thousand or more,1.2630509
100907,Pelosi and the Democrats in Congress,No,West,Male,78,high school or less,Republican,100 thousand or more,0.5391721
100942,NA,No,West,Male,18,high school or less,Democrat,Under 20 thousand dollars,1.6819516
101005,NA,No,Northeast,Female,79,high school or less,Democrat,75 to under 100 thousand,0.7295235
101060,Trump and the Republicans in Congress,Yes,West,Female,38,high school or less,Democrat,Under 20 thousand dollars,4.0683377
328,Pelosi and the Democrats in Congress,No,NA,Male,71,post-graduate degree,Republican,75 to under 100 thousand,0.323911
381,Pelosi and the Democrats in Congress,No,NA,Male,47,college degree,Republican,100 thousand or more,1.0116197
429,Pelosi and the Democrats in Congress,No,NA,Female,72,college degree,Republican,75 to under 100 thousand,0.514185
205,NA,No,NA,Female,49,high school or less,Independent,35 to under 50 thousand,1.7796698
100600,Trump and the Republicans in Congress,Yes,Midwest,Female,50,college degree,Democrat,50 to under 75 thousand,1.112386
47,Pelosi and the Democrats in Congress,No,NA,Male,78,high school or less,Independent,20 to under 35 thousand,0.373309
388,Pelosi and the Democrats in Congress,No,NA,Male,61,college degree,Independent,100 thousand or more,0.7941048
412,Pelosi and the Democrats in Congress,No,NA,Female,67,some college,Republican,NA,0.5838277
464,Trump and the Republicans in Congress,Yes,NA,Female,37,college degree,Democrat,100 thousand or more,1.15554
467,Trump and the Republicans in Congress,No,NA,Female,48,college degree,Democrat,NA,0.2561746
100015,Pelosi and the Democrats in Congress,No,Midwest,Male,21,college degree,Republican,Under 20 thousand dollars,1.1458635
100144,Pelosi and the Democrats in Congress,Yes,South,Female,66,college degree,Republican,75 to under 100 thousand,0.6242183
100208,NA,No,Midwest,Female,21,high school or less,Republican,75 to under 100 thousand,2.9524073
100,NA,Yes,NA,Male,45,high school or less,Democrat,20 to under 35 thousand,1.2353696
147,Trump and the Republicans in Congress,No,NA,Male,71,post-graduate degree,Republican,100 thousand or more,0.323911
285,Pelosi and the Democrats in Congress,No,NA,Female,40,some college,Republican,50 to under 75 thousand,1.4238252
100390,Pelosi and the Democrats in Congress,No,Northeast,Male,61,high school or less,Democrat,50 to under 75 thousand,0.7731079
100403,Trump and the Republicans in Congress,No,Northeast,Male,26,college degree,Democrat,35 to under 50 thousand,0.9859716
100511,Pelosi and the Democrats in Congress,No,Midwest,Male,44,some college,Republican,50 to under 75 thousand,0.9837364
100597,Pelosi and the Democrats in Congress,No,South,Female,NA,post-graduate degree,Republican,35 to under 50 thousand,0.4688172
100613,NA,No,South,Female,65,some college,Republican,75 to under 100 thousand,0.7087644
100756,Trump and the Republicans in Congress,No,South,Female,67,high school or less,Democrat,75 to under 100 thousand,0.729739
100762,Pelosi and the Democrats in Congress,Yes,South,Male,50,college degree,Republican,100 thousand or more,0.6615115
100782,Trump and the Republicans in Congress,Yes,South,Female,53,high school or less,Republican,Under 20 thousand dollars,1.3588247
129,NA,No,NA,Male,85,some college,Republican,NA,0.403373
100407,Trump and the Republicans in Congress,No,Northeast,Male,62,high school or less,Republican,50 to under 75 thousand,0.7731079
100478,Pelosi and the Democrats in Congress,No,South,Male,47,high school or less,Republican,35 to under 50 thousand,1.0583306
100557,Trump and the Republicans in Congress,Yes,South,Male,65,college degree,Democrat,75 to under 100 thousand,0.355256
100585,Pelosi and the Democrats in Congress,No,South,Female,70,some college,Independent,75 to under 100 thousand,0.5838277
100630,NA,No,West,Female,19,high school or less,Republican,75 to under 100 thousand,2.434397
36,Trump and the Republicans in Congress,No,NA,Female,62,high school or less,Independent,50 to under 75 thousand,1.118969
69,Pelosi and the Democrats in Congress,No,NA,Male,84,high school or less,Republican,35 to under 50 thousand,0.5041847
86,Pelosi and the Democrats in Congress,No,NA,Female,85,college degree,Democrat,Under 20 thousand dollars,0.5140332
141,Pelosi and the Democrats in Congress,Yes,NA,Male,64,some college,Republican,50 to under 75 thousand,0.7188294
158,Pelosi and the Democrats in Congress,No,NA,Male,81,some college,Republican,100 thousand or more,0.4313647
100080,Trump and the Republicans in Congress,No,South,Female,36,some college,Independent,35 to under 50 thousand,1.4325722
100136,NA,No,Midwest,Male,43,high school or less,NA,75 to under 100 thousand,1.4927211
100282,Trump and the Republicans in Congress,No,South,Female,28,post-graduate degree,Democrat,35 to under 50 thousand,1.3015316
100312,Pelosi and the Democrats in Congress,No,West,Male,75,some college,Republican,75 to under 100 thousand,0.5236748
100421,Trump and the Republicans in Congress,No,Northeast,Male,19,high school or less,Democrat,75 to under 100 thousand,1.1526446
100460,NA,Yes,Northeast,Male,50,high school or less,Independent,35 to under 50 thousand,0.7731079
100539,Pelosi and the Democrats in Congress,No,South,Male,39,high school or less,Republican,100 thousand or more,1.2862774
100612,Trump and the Republicans in Congress,No,South,Female,38,college degree,Democrat,100 thousand or more,1.3117903
100817,Trump and the Republicans in Congress,Yes,South,Male,21,some college,Democrat,35 to under 50 thousand,1.0770722
100897,Pelosi and the Democrats in Congress,No,West,Male,70,some college,Independent,50 to under 75 thousand,0.4313647
335,Trump and the Republicans in Congress,No,NA,Female,78,some college,Democrat,50 to under 75 thousand,0.5865918
347,Trump and the Republicans in Congress,No,NA,Female,87,college degree,Democrat,NA,0.514185
355,Pelosi and the Democrats in Congress,Yes,NA,Female,30,some college,Republican,35 to under 50 thousand,1.2265475
383,Trump and the Republicans in Congress,Yes,NA,Female,58,high school or less,Democrat,50 to under 75 thousand,1.1192996
399,Pelosi and the Democrats in Congress,No,NA,Female,71,college degree,Independent,100 thousand or more,0.514185
441,Trump and the Republicans in Congress,No,NA,Male,70,some college,Democrat,50 to under 75 thousand,0.4686483
480,Pelosi and the Democrats in Congress,No,NA,Female,73,high school or less,Republican,35 to under 50 thousand,0.729739
100066,Trump and the Republicans in Congress,No,Midwest,Male,19,some college,Republican,100 thousand or more,1.3010628
100276,Trump and the Republicans in Congress,No,Midwest,Female,33,college degree,Democrat,50 to under 75 thousand,1.2554156
100417,Pelosi and the Democrats in Congress,Yes,South,Male,37,some college,Republican,100 thousand or more,1.0290865
100555,Trump and the Republicans in Congress,No,Midwest,Male,19,high school or less,Democrat,100 thousand or more,1.3395654
100664,NA,Yes,Midwest,Male,22,some college,Democrat,75 to under 100 thousand,1.2042484
34,Pelosi and the Democrats in Congress,No,NA,Female,68,high school or less,Republican,Under 20 thousand dollars,0.8478281
127,Pelosi and the Democrats in Congress,No,NA,Female,83,high school or less,Republican,NA,0.1999698
152,Trump and the Republicans in Congress,No,NA,Female,63,post-graduate degree,Democrat,20 to under 35 thousand,0.7689889
100383,Trump and the Republicans in Congress,Yes,South,Female,53,college degree,Democrat,100 thousand or more,1.234899
100441,NA,No,Northeast,Male,36,some college,Democrat,Under 20 thousand dollars,1.2904491
100495,Trump and the Republicans in Congress,No,West,Male,34,post-graduate degree,Independent,50 to under 75 thousand,0.8837071
218,Trump and the Republicans in Congress,No,NA,Female,67,some college,Democrat,100 thousand or more,0.5838277
250,Trump and the Republicans in Congress,No,NA,Female,72,post-graduate degree,Democrat,NA,0.403414
8,Trump and the Republicans in Congress,No,NA,Female,46,some college,Democrat,35 to under 50 thousand,1.5367579
35,NA,No,NA,Female,75,some college,Republican,35 to under 50 thousand,0.5836554
52,Pelosi and the Democrats in Congress,No,NA,Male,85,college degree,Republican,100 thousand or more,0.355256
64,Pelosi and the Democrats in Congress,Yes,NA,Male,62,some college,Democrat,100 thousand or more,0.7222062
89,Trump and the Republicans in Congress,No,NA,Female,71,post-graduate degree,Democrat,100 thousand or more,0.4686788
103,Trump and the Republicans in Congress,No,NA,Female,79,some college,Independent,50 to under 75 thousand,0.5838277
118,Pelosi and the Democrats in Congress,No,NA,Female,68,some college,Republican,35 to under 50 thousand,0.5838277
126,Trump and the Republicans in Congress,No,NA,Male,70,college degree,Republican,50 to under 75 thousand,0.412745
136,Trump and the Republicans in Congress,Yes,NA,Female,73,some college,Democrat,75 to under 100 thousand,0.6816927
156,NA,Yes,NA,Male,60,college degree,Democrat,100 thousand or more,0.5827173
198,Trump and the Republicans in Congress,No,NA,Female,83,post-graduate degree,Democrat,50 to under 75 thousand,0.4688172
211,Pelosi and the Democrats in Congress,No,NA,Male,67,post-graduate degree,Republican,100 thousand or more,0.4394098
239,Trump and the Republicans in Congress,No,NA,Male,NA,high school or less,Democrat,Under 20 thousand dollars,3.8981161
248,Trump and the Republicans in Congress,No,NA,Female,72,post-graduate degree,Democrat,100 thousand or more,0.4688172
344,Pelosi and the Democrats in Congress,Yes,NA,Female,69,some college,Republican,20 to under 35 thousand,0.5838277
398,Pelosi and the Democrats in Congress,Yes,NA,Male,24,high school or less,Republican,NA,1.3395654
419,Trump and the Republicans in Congress,No,NA,Male,58,some college,Independent,20 to under 35 thousand,0.6616424
206,Trump and the Republicans in Congress,Yes,NA,Male,50,post-graduate degree,Independent,100 thousand or more,0.5772243
210,Trump and the Republicans in Congress,No,NA,Female,75,high school or less,Democrat,75 to under 100 thousand,0.7295235
231,Pelosi and the Democrats in Congress,No,NA,Male,57,some college,Republican,75 to under 100 thousand,0.2925733
253,Trump and the Republicans in Congress,Yes,NA,Male,75,some college,Republican,100 thousand or more,0.403373
259,Trump and the Republicans in Congress,No,NA,Female,65,some college,Democrat,NA,0.5023798
331,Trump and the Republicans in Congress,No,NA,Female,78,some college,Independent,35 to under 50 thousand,0.6560239
361,Pelosi and the Democrats in Congress,No,NA,Female,NA,college degree,Republican,NA,0.2432186
379,Pelosi and the Democrats in Congress,No,NA,Female,72,college degree,Democrat,NA,0.514185
