id,weights,attention_to_politics,pres_vote,economy,immigration,crime,party_id,age,educ,race,gender,income
140704,0.328032873617449,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,68,Bachelor’s degree,"White, non-Hispanic",Man,NA
140706,3.71152748007881,Never,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,45,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,212500
140707,1.05013831188679,About half the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Independent-Democrat,72,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,85000
140708,1.70875041596496,About half the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,62500
140709,0.973822881184922,Always,Kamala Harris,Approve not strongly,Disapprove strongly,NA,Independent-Democrat,29,"Some post-high school, no bachelor’s degree",Hispanic,Nonbinary,NA
140710,0.593839621500794,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,46,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
140712,1.42448718858348,About half the time,NA,Disapprove strongly,Disapprove strongly,Approve strongly,Not very strong Republican,38,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,11250
140713,0.181139489966742,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,77,Bachelor’s degree,"White, non-Hispanic",Man,52500
140715,0.486501401455352,About half the time,Kamala Harris,Approve not strongly,Approve strongly,Approve not strongly,Not very strong Democrat,NA,Graduate degree,"White, non-Hispanic",Nonbinary,95000
140716,0.451788420525587,Most of the time,Donald Trump,Approve not strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,54,Graduate degree,"White, non-Hispanic",Man,250000
140717,1.06797505678694,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,58,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,57500
140718,1.3974550384425,About half the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,33,Bachelor’s degree,"White, non-Hispanic",Woman,162500
140719,0.49570492002269,Some of the time,Other,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,NA,Graduate degree,"White, non-Hispanic",Woman,105000
140720,0.537900790113693,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,21250
140721,0.928914719743451,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Not very strong Republican,43,Bachelor’s degree,"White, non-Hispanic",Man,250000
140724,1.59021255926313,Some of the time,NA,Approve not strongly,Approve not strongly,Disapprove strongly,Independent-Republican,31,Bachelor’s degree,"White, non-Hispanic",Woman,32500
140725,0.45121015014755,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,80,Bachelor’s degree,"White, non-Hispanic",Man,77500
140726,1.62875809171178,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,37,High school credential,"White, non-Hispanic",Man,85000
140727,0.368333731567529,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,60,Graduate degree,"White, non-Hispanic",Man,250000
140728,1.06245827110663,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,75,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,42500
140729,0.276874205685184,Most of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Approve not strongly,Strong Republican,73,Graduate degree,"White, non-Hispanic",Man,72500
140730,1.15887061801576,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,52,High school credential,"White, non-Hispanic",Woman,28750
140731,0.361979771631914,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Strong Democrat,61,Graduate degree,"White, non-Hispanic",Man,105000
140732,0.555893075220855,Always,Kamala Harris,Approve strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,67,Graduate degree,"White, non-Hispanic",Woman,37500
140734,0.781339693666174,About half the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,42,Graduate degree,"White, non-Hispanic",Woman,137500
140736,0.351946873773649,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,75,High school credential,"White, non-Hispanic",Woman,21250
140739,0.325598733814497,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,2500
140740,2.68752329582042,Some of the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Approve not strongly,Not very strong Democrat,35,"Some post-high school, no bachelor’s degree",Hispanic,Woman,77500
140741,0.28205506854086,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,54,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
140742,0.84417826338383,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,NA,High school credential,"White, non-Hispanic",Woman,21250
140743,0.734217815797842,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,65,Graduate degree,"White, non-Hispanic",Woman,77500
140744,0.317599228219943,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,35,Bachelor’s degree,"White, non-Hispanic",Woman,85000
140745,1.35511125561727,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,49,Bachelor’s degree,"White, non-Hispanic",Woman,137500
140746,0.332392443087664,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,36,Graduate degree,"White, non-Hispanic",Woman,137500
140748,0.671291167895099,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,39,Bachelor’s degree,"White, non-Hispanic",Woman,117500
140749,0.876115530875971,Some of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Approve not strongly,Not very strong Republican,60,Bachelor’s degree,"White, non-Hispanic",Man,250000
140751,0.792973342001019,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,39,Bachelor’s degree,"White, non-Hispanic",Woman,105000
140752,0.293120177109189,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,46,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,47500
140755,1.26932075711115,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,27,Bachelor’s degree,"White, non-Hispanic",Man,212500
140756,0.219809095880996,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Independent,37,Bachelor’s degree,"White, non-Hispanic",Woman,72500
140757,0.259654243545157,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,47,Graduate degree,"White, non-Hispanic",Woman,2500
140759,0.191667574167237,About half the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve not strongly,Strong Democrat,40,"Some post-high school, no bachelor’s degree",Hispanic,Woman,37500
140760,0.302735106287231,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,80,Bachelor’s degree,"White, non-Hispanic",Woman,32500
140761,0.778707366543789,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,73,Graduate degree,"White, non-Hispanic",Man,137500
140762,0.251380936267814,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,65,Bachelor’s degree,"White, non-Hispanic",Woman,52500
140766,1.81132014908404,Some of the time,NA,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Independent-Republican,NA,NA,NA,Man,NA
140767,1.42929427570882,Most of the time,Donald Trump,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Strong Republican,64,High school credential,"White, non-Hispanic",Woman,32500
140769,1.99266225797925,Some of the time,Kamala Harris,Approve not strongly,Approve strongly,Disapprove strongly,Strong Democrat,45,Less than high school credential,Hispanic,Woman,42500
140770,1.05186172184746,Some of the time,Donald Trump,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Republican,40,Bachelor’s degree,Hispanic,Man,212500
140771,0.595354175013864,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,117500
140772,0.218476612816519,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,79,Graduate degree,"White, non-Hispanic",Woman,23750
140773,0.628963417181362,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Strong Republican,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,137500
140774,0.315901221396445,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,77,Bachelor’s degree,"White, non-Hispanic",Man,105000
140775,0.418244181462053,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,37,Graduate degree,"White, non-Hispanic",Man,162500
140778,0.469484014128519,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,105000
140779,0.56227307796663,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,45,Bachelor’s degree,"White, non-Hispanic",Woman,105000
140780,0.338397888184403,Most of the time,Kamala Harris,Approve strongly,Disapprove not strongly,Approve strongly,Strong Democrat,71,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,32500
140781,0.978387410078947,Most of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,NA,69,NA,"White, non-Hispanic",Man,NA
140782,3.67941813082068,Some of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,73,High school credential,"White, non-Hispanic",Man,67500
140784,1.86762484536014,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,74,High school credential,"White, non-Hispanic",Man,117500
140785,0.726909111731028,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,NA,Strong Democrat,62,Graduate degree,"White, non-Hispanic",Woman,250000
140786,0.89382139102287,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,33,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,137500
140787,0.294226734961491,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,67,"Some post-high school, no bachelor’s degree",NA,Man,NA
140788,0.905738605931516,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,45,Graduate degree,"White, non-Hispanic",Woman,137500
140789,0.179061106733409,About half the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Democrat,39,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,26250
140790,0.920100041875607,Some of the time,NA,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,38,Bachelor’s degree,"White, non-Hispanic",Woman,95000
140791,0.312301586566007,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,57,Bachelor’s degree,"White, non-Hispanic",Woman,2500
140792,0.884435878209909,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Independent-Democrat,56,Bachelor’s degree,"White, non-Hispanic",Man,212500
140793,2.05975079153501,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,28,High school credential,"White, non-Hispanic",Woman,137500
140794,1.6196619634826,Most of the time,Kamala Harris,Disapprove not strongly,Approve strongly,Disapprove not strongly,Strong Democrat,45,High school credential,"Asian or Native Hawaiian/other Pacific Islander, non-Hispanic",Nonbinary,2500
140796,0.338186828917964,Some of the time,Kamala Harris,Approve strongly,Approve strongly,Approve not strongly,Strong Democrat,78,Graduate degree,"White, non-Hispanic",Woman,72500
140797,1.17746976203477,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,80,High school credential,"Black, non-Hispanic",Woman,16250
140799,1.93739774943246,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,66,High school credential,Hispanic,Woman,2500
140800,1.4179975945294,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,58,Bachelor’s degree,"Black, non-Hispanic",Man,52500
140802,0.459383393713687,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Independent-Democrat,44,Bachelor’s degree,"White, non-Hispanic",Woman,105000
140803,1.71964492571685,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,40,Graduate degree,Hispanic,Woman,212500
140804,0.772940157567037,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Strong Democrat,52,Bachelor’s degree,"White, non-Hispanic",Woman,72500
140805,0.456217244658414,Never,NA,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Not very strong Republican,38,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,11250
140806,0.879458757730976,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,62,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
140808,1.37764767931682,Most of the time,Other,Disapprove not strongly,Disapprove strongly,Approve strongly,Independent-Democrat,71,NA,"White, non-Hispanic",Man,62500
140809,1.57839911618269,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,61,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,2500
140810,1.6426344289882,Some of the time,Donald Trump,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Independent,33,Less than high school credential,Hispanic,Woman,67500
140811,0.869192449227807,About half the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Strong Democrat,41,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,67500
140812,0.623031804280861,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,62500
140813,1.17313242751691,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,80,Less than high school credential,"White, non-Hispanic",Man,2500
140814,0.228419580388476,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Independent-Democrat,72,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,37500
140815,4.15374622617002,Some of the time,Kamala Harris,Disapprove strongly,Approve not strongly,Approve strongly,Not very strong Democrat,43,Less than high school credential,Hispanic,Woman,52500
140817,0.795612299604691,Most of the time,Other,Approve not strongly,Disapprove not strongly,Disapprove strongly,Independent-Democrat,55,Bachelor’s degree,"White, non-Hispanic",Man,137500
140818,2.85890418522136,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,61,High school credential,"White, non-Hispanic",Man,95000
140820,0.330013743807839,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,75,Graduate degree,"White, non-Hispanic",Man,105000
140821,0.622256874750099,Most of the time,Kamala Harris,Disapprove strongly,Approve not strongly,Approve not strongly,Strong Democrat,62,Bachelor’s degree,"White, non-Hispanic",Woman,212500
140822,0.385077478297411,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,44,Bachelor’s degree,"White, non-Hispanic",Woman,42500
140823,2.31611673405357,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,35,High school credential,"White, non-Hispanic",Man,2500
140824,0.351978550792164,Most of the time,Other,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,73,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,NA
140825,0.924346296222984,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,68,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,105000
140826,0.47694189260076,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,77,"Some post-high school, no bachelor’s degree",Hispanic,Man,42500
140827,0.618275307865494,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,36,Bachelor’s degree,"White, non-Hispanic",Woman,85000
140828,1.85684688836587,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Not very strong Democrat,34,Graduate degree,Hispanic,Woman,212500
140829,0.818931645720987,Most of the time,Kamala Harris,Disapprove not strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,51,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,11250
140830,1.0154776280948,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,39,Bachelor’s degree,"White, non-Hispanic",Woman,162500
140831,1.12947829704235,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,70,High school credential,"White, non-Hispanic",Woman,28750
140832,0.59209357002033,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,46,"Some post-high school, no bachelor’s degree",Hispanic,Woman,62500
140833,0.465107491041917,Some of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,29,Bachelor’s degree,"White, non-Hispanic",Woman,117500
140834,1.95638325621664,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,35,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Man,37500
140835,0.710605766358162,Most of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,40,"Some post-high school, no bachelor’s degree","Black, non-Hispanic",Woman,77500
140836,0.458076790639004,Most of the time,Kamala Harris,Approve strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,67,Bachelor’s degree,"White, non-Hispanic",Man,162500
140837,3.13520949987905,Some of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,58,Less than high school credential,Hispanic,Man,13750
140838,0.958296681447381,Some of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,68,High school credential,"White, non-Hispanic",Woman,62500
140839,2.87220309044987,About half the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,66,Less than high school credential,"White, non-Hispanic",Woman,137500
140840,0.540359610461724,Always,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,63,High school credential,"Black, non-Hispanic",Man,2500
140842,1.22892137130804,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Not very strong Democrat,52,Bachelor’s degree,"White, non-Hispanic",Man,32500
140843,0.558012016424421,Most of the time,Kamala Harris,Approve not strongly,Approve strongly,Approve strongly,Not very strong Democrat,70,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,72500
140844,1.02010305057944,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,77,Less than high school credential,"White, non-Hispanic",Man,47500
140845,1.91423539645937,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,34,Bachelor’s degree,"Multiple races, non-Hispanic",Man,42500
140846,0.318267555922827,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,67,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,52500
140847,0.924322054722114,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Not very strong Democrat,73,High school credential,"Black, non-Hispanic",Man,2500
140848,0.845150662869034,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Approve not strongly,Not very strong Democrat,65,Bachelor’s degree,"Black, non-Hispanic",Woman,52500
140849,0.548515820582587,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,47,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,250000
140850,0.259828896871642,Always,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,72,Bachelor’s degree,"White, non-Hispanic",Man,42500
140851,0.595734636199458,Most of the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,62,Bachelor’s degree,"White, non-Hispanic",Man,250000
140853,0.212659222902332,Never,Kamala Harris,Approve strongly,NA,Approve not strongly,Not very strong Democrat,80,Bachelor’s degree,"White, non-Hispanic",Man,11250
140854,0.867930495737619,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,58,Graduate degree,"White, non-Hispanic",Man,105000
140855,0.404171600113896,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,76,Bachelor’s degree,"White, non-Hispanic",Woman,77500
140857,3.64894563550838,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,56,High school credential,"White, non-Hispanic",Man,62500
140859,1.45488282940123,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve strongly,Strong Democrat,34,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,105000
140861,0.365235686595427,Always,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,80,Bachelor’s degree,"White, non-Hispanic",Man,117500
140864,1.53202729893182,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,74,High school credential,"Black, non-Hispanic",Woman,117500
140865,0.36121778523108,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,57,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,42500
140866,0.594358247866278,Most of the time,Kamala Harris,Approve not strongly,Approve not strongly,Approve not strongly,Strong Democrat,57,Bachelor’s degree,"White, non-Hispanic",Man,105000
140867,0.492279232202637,Always,Kamala Harris,Approve strongly,Approve not strongly,Approve strongly,Strong Democrat,55,Graduate degree,"White, non-Hispanic",Man,250000
140870,1.04556727939911,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,61,High school credential,"White, non-Hispanic",Man,117500
140871,0.473462440583087,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,45,Graduate degree,"White, non-Hispanic",Man,117500
140872,0.555802791187746,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,41,Bachelor’s degree,"White, non-Hispanic",Man,162500
140873,1.84538636559873,Some of the time,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Democrat,80,High school credential,"White, non-Hispanic",Woman,2500
140874,0.684655300747481,Most of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Approve not strongly,Independent-Democrat,67,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,212500
140875,0.818694612677691,About half the time,Donald Trump,Disapprove not strongly,Disapprove strongly,Disapprove not strongly,Not very strong Republican,80,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,47500
140876,0.614759866357074,About half the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Disapprove strongly,Not very strong Democrat,44,"Some post-high school, no bachelor’s degree",Hispanic,Woman,NA
140877,1.0468108096781,Most of the time,Kamala Harris,Approve strongly,Disapprove strongly,Disapprove strongly,Strong Democrat,41,"Some post-high school, no bachelor’s degree",Hispanic,Man,105000
140878,0.841459663654536,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,67,Bachelor’s degree,"White, non-Hispanic",Woman,105000
140880,0.188779340072318,About half the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Independent-Democrat,78,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,32500
140881,0.374152545667428,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,67,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,62500
140882,0.21640378611983,Most of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,69,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,21250
140883,2.82544797637414,Some of the time,NA,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent,30,High school credential,"White, non-Hispanic",Man,162500
140884,0.937146175633008,About half the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove not strongly,Strong Republican,67,Graduate degree,"White, non-Hispanic",Woman,42500
140885,1.45727244020194,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Independent-Republican,43,Bachelor’s degree,"White, non-Hispanic",Man,212500
140886,0.675077642120969,Some of the time,Kamala Harris,Approve not strongly,Disapprove not strongly,Approve not strongly,Not very strong Democrat,61,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Man,52500
140887,4.99999998289759,Most of the time,Kamala Harris,Disapprove not strongly,Approve not strongly,Disapprove not strongly,Independent-Democrat,32,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,162500
140888,1.46257128565236,Always,Kamala Harris,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,49,Graduate degree,Hispanic,Man,250000
140890,0.100328842546257,Some of the time,Other,Disapprove not strongly,Disapprove not strongly,Approve not strongly,Independent-Republican,77,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,11250
140891,1.93255860102672,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,NA,41,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,52500
140892,1.54278227155499,Most of the time,Other,Disapprove not strongly,Approve not strongly,Approve not strongly,Independent-Democrat,57,Graduate degree,Hispanic,Woman,85000
140893,4.99999998289759,Some of the time,Kamala Harris,Disapprove not strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,31,"Some post-high school, no bachelor’s degree","Multiple races, non-Hispanic",Woman,250000
140894,1.52207200781436,Some of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,49,High school credential,"White, non-Hispanic",Man,85000
140895,1.8168008484741,Most of the time,Donald Trump,Disapprove strongly,Disapprove not strongly,Disapprove not strongly,Not very strong Democrat,44,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,47500
140899,1.03620901975657,Most of the time,Kamala Harris,Approve strongly,Approve not strongly,Approve not strongly,Independent-Democrat,80,Graduate degree,Hispanic,Man,162500
140900,0.474358908749807,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Strong Republican,NA,Bachelor’s degree,"White, non-Hispanic",NA,NA
140901,0.986592623437067,Most of the time,Kamala Harris,Approve strongly,Approve strongly,Approve strongly,Strong Democrat,62,Bachelor’s degree,"White, non-Hispanic",Woman,117500
140902,0.432180036621222,Some of the time,Kamala Harris,Approve not strongly,Disapprove strongly,Disapprove strongly,Not very strong Democrat,66,"Some post-high school, no bachelor’s degree","White, non-Hispanic",Woman,117500
140903,1.78522043956258,Most of the time,Donald Trump,Disapprove strongly,Disapprove strongly,Disapprove strongly,Not very strong Republican,31,Bachelor’s degree,"White, non-Hispanic",Man,137500
