question_id,pollster,numeric_grade,methodology,state,month,year,sample_size,Biden,Trump
135613,SurveyMonkey,2,Online Panel,MASSACHUSETTS,10,2020,5848,70,28
135562,SurveyMonkey,2,Online Panel,LOUISIANA,10,2020,2633,41,55
135614,SurveyMonkey,2,Online Panel,LOUISIANA,10,2020,2633,38,60
135563,SurveyMonkey,2,Online Panel,KENTUCKY,10,2020,3621,43,55
135615,SurveyMonkey,2,Online Panel,KENTUCKY,10,2020,3621,42,56
135564,SurveyMonkey,2,Online Panel,KANSAS,10,2020,3442,47,51
135616,SurveyMonkey,2,Online Panel,KANSAS,10,2020,3442,47,51
135565,SurveyMonkey,2,Online Panel,INDIANA,10,2020,4734,44,54
135617,SurveyMonkey,2,Online Panel,INDIANA,10,2020,4734,43,55
135566,SurveyMonkey,2,Online Panel,ILLINOIS,10,2020,8056,58,39
135618,SurveyMonkey,2,Online Panel,ILLINOIS,10,2020,8056,57,41
135567,SurveyMonkey,2,Online Panel,IDAHO,10,2020,1799,40,57
135619,SurveyMonkey,2,Online Panel,IDAHO,10,2020,1799,40,58
135568,SurveyMonkey,2,Online Panel,IOWA,10,2020,3005,50,48
135620,SurveyMonkey,2,Online Panel,IOWA,10,2020,3005,49,50
135569,SurveyMonkey,2,Online Panel,HAWAII,10,2020,1263,62,35
135621,SurveyMonkey,2,Online Panel,HAWAII,10,2020,1263,63,34
135570,SurveyMonkey,2,Online Panel,GEORGIA,10,2020,7019,52,45
135622,SurveyMonkey,2,Online Panel,GEORGIA,10,2020,7019,50,48
135571,SurveyMonkey,2,Online Panel,FLORIDA,10,2020,14571,49,48
135623,SurveyMonkey,2,Online Panel,FLORIDA,10,2020,14571,48,50
135572,SurveyMonkey,2,Online Panel,DELAWARE,10,2020,1323,63,35
135624,SurveyMonkey,2,Online Panel,DELAWARE,10,2020,1323,62,37
135573,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,10,2020,969,88,10
135625,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,10,2020,969,89,9
135574,SurveyMonkey,2,Online Panel,CONNECTICUT,10,2020,3782,63,34
135626,SurveyMonkey,2,Online Panel,CONNECTICUT,10,2020,3782,63,35
135575,SurveyMonkey,2,Online Panel,COLORADO,10,2020,5925,60,38
135627,SurveyMonkey,2,Online Panel,COLORADO,10,2020,5925,59,40
135577,SurveyMonkey,2,Online Panel,ARIZONA,10,2020,5687,53,45
135629,SurveyMonkey,2,Online Panel,ARIZONA,10,2020,5687,52,46
135578,SurveyMonkey,2,Online Panel,ARKANSAS,10,2020,2239,40,58
135630,SurveyMonkey,2,Online Panel,ARKANSAS,10,2020,2239,38,60
135579,SurveyMonkey,2,Online Panel,ALABAMA,10,2020,3363,41,57
135631,SurveyMonkey,2,Online Panel,ALABAMA,10,2020,3363,37,61
135580,SurveyMonkey,2,Online Panel,ALASKA,10,2020,1147,44,53
135632,SurveyMonkey,2,Online Panel,ALASKA,10,2020,1147,44,54
135576,SurveyMonkey,2,Online Panel,CALIFORNIA,10,2020,22450,61,36
135628,SurveyMonkey,2,Online Panel,CALIFORNIA,10,2020,22450,61,37
135090,PPP,1.4,IVR/Text,NORTH CAROLINA,10,2020,937,51,47
135098,PPP,1.4,IVR/Text,MONTANA,10,2020,886,47,49
135302,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,NORTH CAROLINA,10,2020,614,49,46
135679,Long Island University,1.1,Online Panel,NA,10,2020,1573,47,36
135152,YouGov,3,Online Panel,NA,10,2020,1500,51,40
135153,YouGov,3,Online Panel,NA,10,2020,1365,54,43
135267,Rasmussen,2.1,IVR/Online Panel,NA,10,2020,1500,47,48
135162,SurveyMonkey,2,Online Panel,NA,10,2020,29809,52,45
135214,SurveyMonkey,2,Online Panel,NA,10,2020,29809,51,47
135361,RMG Research,2.3,IVR/Text-to-Web/Online Ad,PENNSYLVANIA,10,2020,800,51,45
135363,Mitchell,2.4,IVR/Text,MICHIGAN,10,2020,759,52.4,42
135376,Marist,2.9,Live Phone,FLORIDA,10,2020,743,51,47
135377,Marist,2.9,Live Phone,FLORIDA,10,2020,1001,51,46
135461,Morning Consult,1.9,Online Panel,NA,10,2020,12000,52,44
135837,Meeting Street Insights,1.4,Live Phone,NORTH CAROLINA,10,2020,600,48,45
135142,TIPP,1.8,Live Phone/Online Panel,NA,10,2020,991,50,45.4
135143,TIPP,1.8,Live Phone/Online Panel,NA,10,2020,991,50,45
135280,Monmouth,2.9,Live Phone,GEORGIA,10,2020,504,50,45
135281,Monmouth,2.9,Live Phone,GEORGIA,10,2020,504,50,46
135282,Monmouth,2.9,Live Phone,GEORGIA,10,2020,504,50,48
135348,Ipsos,2.8,Probability Panel,NA,10,2020,1302,48,36
135349,Ipsos,2.8,Probability Panel,NA,10,2020,1110,51,39
135350,Ipsos,2.8,Probability Panel,NA,10,2020,825,52,42
135360,Global Marketing Research Services,1.7,Live Phone/Online Panel,NA,10,2020,1006,52.5,38.5
135365,SurveyUSA,2.8,Online Panel,MINNESOTA,10,2020,649,47,42
135380,Suffolk,2.9,Live Phone,NA,10,2020,1000,49.5,43
135381,Suffolk,2.9,Live Phone,NA,10,2020,1000,51.8,44.3
135384,SurveyUSA,2.8,IVR/Online Panel,MAINE CD-2,10,2020,509,48,45
135385,SurveyUSA,2.8,IVR/Online Panel,MAINE CD-2,10,2020,509,51.4,48.6
135386,SurveyUSA,2.8,IVR/Online Panel,MAINE CD-1,10,2020,498,59,40
135387,SurveyUSA,2.8,IVR/Online Panel,MAINE,10,2020,1007,53,40
135476,Siena/NYT,3,Live Phone,NORTH CAROLINA,10,2020,1034,48,45
135484,Quinnipiac,2.8,Live Phone,FLORIDA,10,2020,1324,45,42
135485,Quinnipiac,2.8,Live Phone,IOWA,10,2020,1225,46,47
135486,Quinnipiac,2.8,Live Phone,OHIO,10,2020,1186,48,43
135487,Quinnipiac,2.8,Live Phone,PENNSYLVANIA,10,2020,1324,51,44
135117,Data for Progress,2.6,Online Panel/Text-to-Web,SOUTH CAROLINA,10,2020,1196,44,50
135092,Ipsos,2.8,Probability Panel,NORTH CAROLINA,10,2020,647,49,48
135101,Ipsos,2.8,Probability Panel,NORTH CAROLINA,10,2020,647,49,48
135353,Ipsos,2.8,Probability Panel,ARIZONA,10,2020,714,48,46
135357,Ipsos,2.8,Probability Panel,ARIZONA,10,2020,714,47,47
135354,Ipsos,2.8,Probability Panel,FLORIDA,10,2020,704,49,47
135358,Ipsos,2.8,Probability Panel,FLORIDA,10,2020,704,48,47
135491,UMass Amherst/YouGov,2.4,Online Panel,NA,10,2020,1500,52.6,43.5
135129,Christopher Newport U.,2.8,Live Phone,VIRGINIA,10,2020,908,53,41
135135,USC Dornsife,2.4,Probability Panel,NA,10,2020,5174,52.64,42.15
135136,USC Dornsife,2.4,Probability Panel,NA,10,2020,5269,54.4,41.78
135137,USC Dornsife,2.4,Probability Panel,NA,10,2020,5269,53.65,42.25
135163,SurveyMonkey,2,Online Panel,WYOMING,10,2020,713,32,66
135215,SurveyMonkey,2,Online Panel,WYOMING,10,2020,713,32,66
135164,SurveyMonkey,2,Online Panel,WEST VIRGINIA,10,2020,1315,33,66
135216,SurveyMonkey,2,Online Panel,WEST VIRGINIA,10,2020,1315,33,66
135165,SurveyMonkey,2,Online Panel,WISCONSIN,10,2020,4531,55,42
135217,SurveyMonkey,2,Online Panel,WISCONSIN,10,2020,4531,55,43
135166,SurveyMonkey,2,Online Panel,WASHINGTON,10,2020,7406,61,37
135218,SurveyMonkey,2,Online Panel,WASHINGTON,10,2020,7406,61,37
135167,SurveyMonkey,2,Online Panel,VERMONT,10,2020,1087,67,30
135219,SurveyMonkey,2,Online Panel,VERMONT,10,2020,1087,68,30
135168,SurveyMonkey,2,Online Panel,VIRGINIA,10,2020,7382,56,41
135220,SurveyMonkey,2,Online Panel,VIRGINIA,10,2020,7382,55,42
135169,SurveyMonkey,2,Online Panel,UTAH,10,2020,2689,43,54
135221,SurveyMonkey,2,Online Panel,UTAH,10,2020,2689,43,54
135171,SurveyMonkey,2,Online Panel,TENNESSEE,10,2020,4858,44,54
135223,SurveyMonkey,2,Online Panel,TENNESSEE,10,2020,4858,42,56
135172,SurveyMonkey,2,Online Panel,SOUTH DAKOTA,10,2020,1066,42,55
135224,SurveyMonkey,2,Online Panel,SOUTH DAKOTA,10,2020,1066,42,56
135173,SurveyMonkey,2,Online Panel,SOUTH CAROLINA,10,2020,4582,45,51
135225,SurveyMonkey,2,Online Panel,SOUTH CAROLINA,10,2020,4582,44,54
135174,SurveyMonkey,2,Online Panel,RHODE ISLAND,10,2020,863,67,30
135226,SurveyMonkey,2,Online Panel,RHODE ISLAND,10,2020,863,67,31
135175,SurveyMonkey,2,Online Panel,PENNSYLVANIA,10,2020,10250,53,45
135227,SurveyMonkey,2,Online Panel,PENNSYLVANIA,10,2020,10250,52,46
135177,SurveyMonkey,2,Online Panel,OKLAHOMA,10,2020,3082,41,57
135229,SurveyMonkey,2,Online Panel,OKLAHOMA,10,2020,3082,40,59
135178,SurveyMonkey,2,Online Panel,OHIO,10,2020,7825,48,50
135230,SurveyMonkey,2,Online Panel,OHIO,10,2020,7825,47,51
135179,SurveyMonkey,2,Online Panel,NEW YORK,10,2020,9937,63,33
135231,SurveyMonkey,2,Online Panel,NEW YORK,10,2020,9937,64,34
135180,SurveyMonkey,2,Online Panel,NEVADA,10,2020,3226,51,47
135232,SurveyMonkey,2,Online Panel,NEVADA,10,2020,3226,50,49
135181,SurveyMonkey,2,Online Panel,NEW MEXICO,10,2020,2659,53,45
135233,SurveyMonkey,2,Online Panel,NEW MEXICO,10,2020,2659,53,45
135182,SurveyMonkey,2,Online Panel,NEW JERSEY,10,2020,6261,59,36
135234,SurveyMonkey,2,Online Panel,NEW JERSEY,10,2020,6261,60,37
135183,SurveyMonkey,2,Online Panel,NEW HAMPSHIRE,10,2020,1708,56,42
135235,SurveyMonkey,2,Online Panel,NEW HAMPSHIRE,10,2020,1708,56,43
135184,SurveyMonkey,2,Online Panel,NEBRASKA,10,2020,2285,46,51
135236,SurveyMonkey,2,Online Panel,NEBRASKA,10,2020,2285,46,52
135185,SurveyMonkey,2,Online Panel,NORTH DAKOTA,10,2020,654,41,58
135237,SurveyMonkey,2,Online Panel,NORTH DAKOTA,10,2020,654,41,58
135186,SurveyMonkey,2,Online Panel,NORTH CAROLINA,10,2020,8354,52,45
135238,SurveyMonkey,2,Online Panel,NORTH CAROLINA,10,2020,8354,51,47
135187,SurveyMonkey,2,Online Panel,MONTANA,10,2020,1401,47,50
135239,SurveyMonkey,2,Online Panel,MONTANA,10,2020,1401,47,51
135188,SurveyMonkey,2,Online Panel,MISSISSIPPI,10,2020,1900,42,56
135240,SurveyMonkey,2,Online Panel,MISSISSIPPI,10,2020,1900,37,62
135189,SurveyMonkey,2,Online Panel,MISSOURI,10,2020,4573,46,52
135241,SurveyMonkey,2,Online Panel,MISSOURI,10,2020,4573,45,53
135190,SurveyMonkey,2,Online Panel,MINNESOTA,10,2020,5252,54,43
135242,SurveyMonkey,2,Online Panel,MINNESOTA,10,2020,5252,55,43
135191,SurveyMonkey,2,Online Panel,MICHIGAN,10,2020,7272,53,43
135243,SurveyMonkey,2,Online Panel,MICHIGAN,10,2020,7272,53,44
135192,SurveyMonkey,2,Online Panel,MAINE,10,2020,1916,56,42
135244,SurveyMonkey,2,Online Panel,MAINE,10,2020,1916,56,43
135193,SurveyMonkey,2,Online Panel,MARYLAND,10,2020,5665,67,30
135245,SurveyMonkey,2,Online Panel,MARYLAND,10,2020,5665,67,31
135194,SurveyMonkey,2,Online Panel,MASSACHUSETTS,10,2020,5647,69,29
135246,SurveyMonkey,2,Online Panel,MASSACHUSETTS,10,2020,5647,70,28
135195,SurveyMonkey,2,Online Panel,LOUISIANA,10,2020,2569,42,55
135247,SurveyMonkey,2,Online Panel,LOUISIANA,10,2020,2569,38,59
135196,SurveyMonkey,2,Online Panel,KENTUCKY,10,2020,3478,42,56
135248,SurveyMonkey,2,Online Panel,KENTUCKY,10,2020,3478,42,56
135197,SurveyMonkey,2,Online Panel,KANSAS,10,2020,3359,47,50
135249,SurveyMonkey,2,Online Panel,KANSAS,10,2020,3359,47,51
135198,SurveyMonkey,2,Online Panel,INDIANA,10,2020,4585,44,54
135250,SurveyMonkey,2,Online Panel,INDIANA,10,2020,4585,43,55
135199,SurveyMonkey,2,Online Panel,ILLINOIS,10,2020,7810,58,39
135251,SurveyMonkey,2,Online Panel,ILLINOIS,10,2020,7810,57,41
135200,SurveyMonkey,2,Online Panel,IDAHO,10,2020,1758,40,57
135252,SurveyMonkey,2,Online Panel,IDAHO,10,2020,1758,40,58
135201,SurveyMonkey,2,Online Panel,IOWA,10,2020,2918,50,48
135253,SurveyMonkey,2,Online Panel,IOWA,10,2020,2918,49,49
135202,SurveyMonkey,2,Online Panel,HAWAII,10,2020,1231,63,34
135254,SurveyMonkey,2,Online Panel,HAWAII,10,2020,1231,64,34
135203,SurveyMonkey,2,Online Panel,GEORGIA,10,2020,6720,52,46
135255,SurveyMonkey,2,Online Panel,GEORGIA,10,2020,6720,50,48
135204,SurveyMonkey,2,Online Panel,FLORIDA,10,2020,14202,49,48
135256,SurveyMonkey,2,Online Panel,FLORIDA,10,2020,14202,48,50
135205,SurveyMonkey,2,Online Panel,DELAWARE,10,2020,1288,61,37
135257,SurveyMonkey,2,Online Panel,DELAWARE,10,2020,1288,61,37
135206,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,10,2020,940,87,10
135258,SurveyMonkey,2,Online Panel,DISTRICT OF COLUMBIA,10,2020,940,89,9
135207,SurveyMonkey,2,Online Panel,CONNECTICUT,10,2020,3632,63,34
135259,SurveyMonkey,2,Online Panel,CONNECTICUT,10,2020,3632,63,35
135208,SurveyMonkey,2,Online Panel,COLORADO,10,2020,5785,61,38
135260,SurveyMonkey,2,Online Panel,COLORADO,10,2020,5785,59,39
135209,SurveyMonkey,2,Online Panel,CALIFORNIA,10,2020,22170,61,36
135261,SurveyMonkey,2,Online Panel,CALIFORNIA,10,2020,22170,61,37
135210,SurveyMonkey,2,Online Panel,ARIZONA,10,2020,5609,54,44
135262,SurveyMonkey,2,Online Panel,ARIZONA,10,2020,5609,52,46
135211,SurveyMonkey,2,Online Panel,ARKANSAS,10,2020,2154,40,58
135263,SurveyMonkey,2,Online Panel,ARKANSAS,10,2020,2154,39,60
135212,SurveyMonkey,2,Online Panel,ALABAMA,10,2020,3255,41,57
135264,SurveyMonkey,2,Online Panel,ALABAMA,10,2020,3255,37,61
135213,SurveyMonkey,2,Online Panel,ALASKA,10,2020,1131,44,53
135265,SurveyMonkey,2,Online Panel,ALASKA,10,2020,1131,44,54
135170,SurveyMonkey,2,Online Panel,TEXAS,10,2020,14742,49,48
135222,SurveyMonkey,2,Online Panel,TEXAS,10,2020,14742,47,51
135176,SurveyMonkey,2,Online Panel,OREGON,10,2020,5193,60,38
135228,SurveyMonkey,2,Online Panel,OREGON,10,2020,5193,61,38
135515,CES / YouGov,3,Online Panel,NA,10,2020,50908,51,43
136052,CES / YouGov,3,Online Panel,NA,10,2020,71789,51,41
136089,CES / YouGov,3,Online Panel,FLORIDA,10,2020,3755,49,47
136090,CES / YouGov,3,Online Panel,GEORGIA,10,2020,1456,48,47
136091,CES / YouGov,3,Online Panel,NORTH CAROLINA,10,2020,1627,49,45
136092,CES / YouGov,3,Online Panel,PENNSYLVANIA,10,2020,2703,52,44
136093,CES / YouGov,3,Online Panel,TEXAS,10,2020,2947,47,49
135036,Starboard Communications,1.7,IVR/Live Phone/Text,SOUTH CAROLINA,10,2020,800,43.9,51.2
135115,Emerson,2.9,IVR/Online Panel,NA,10,2020,1121,50.9,46.7
135324,Redfield & Wilton Strategies,1.8,Online Panel,NA,10,2020,4790,51,41
135334,Redfield & Wilton Strategies,1.8,Online Panel,NA,10,2020,5346,47,37
135084,RMG Research,2.3,IVR/Text-to-Web/Online Ad,NORTH CAROLINA,10,2020,800,48,47
135087,Gravis Marketing (2020 and earlier),2,IVR/Online Panel,MINNESOTA,10,2020,657,53,39
135460,Morning Consult,1.9,Online Panel,NA,10,2020,12000,52,43
135049,Civiqs,2.4,Online Panel/Online Ad,PENNSYLVANIA,10,2020,1145,52,45
135050,Civiqs,2.4,Online Panel/Online Ad,GEORGIA,10,2020,1041,51,46
135051,Civiqs,2.4,Online Panel/Online Ad,MISSISSIPPI,10,2020,507,41,55
135076,Siena/NYT,3,Live Phone,NEVADA,10,2020,809,49,43
135097,SurveyUSA,2.8,Online Panel,NORTH CAROLINA,10,2020,627,48,48
135298,Siena/NYT,3,Live Phone,MICHIGAN,10,2020,856,49,41
135331,CNN/SSRS,2.8,Live Phone,NA,10,2020,917,54,42
135332,CNN/SSRS,2.8,Live Phone,NA,10,2020,886,54,42
135470,Winston,2.5,Online Panel,NA,10,2020,1000,48,43
135514,St. Anselm,2.4,Text-to-Web,NEW HAMPSHIRE,10,2020,1018,52,44
135634,Swayable,NA,Online Ad,NA,10,2020,11714,51.4,45.7
135635,Swayable,NA,Online Ad,ALABAMA,10,2020,266,37.2,55.8
135636,Swayable,NA,Online Ad,ARIZONA,10,2020,304,52.4,43.8
135637,Swayable,NA,Online Ad,CALIFORNIA,10,2020,635,62,35.3
135638,Swayable,NA,Online Ad,FLORIDA,10,2020,605,46.4,50.6
135639,Swayable,NA,Online Ad,GEORGIA,10,2020,373,50.5,48.1
135640,Swayable,NA,Online Ad,ILLINOIS,10,2020,424,54.2,43.1
135641,Swayable,NA,Online Ad,INDIANA,10,2020,301,42.3,52.9
135642,Swayable,NA,Online Ad,MICHIGAN,10,2020,394,58.6,39.6
135643,Swayable,NA,Online Ad,NORTH CAROLINA,10,2020,396,50.2,47.5
135644,Swayable,NA,Online Ad,NEW JERSEY,10,2020,386,61.8,37.7
135645,Swayable,NA,Online Ad,NEW YORK,10,2020,495,65.4,32.8
135646,Swayable,NA,Online Ad,OHIO,10,2020,440,43.6,55.3
135647,Swayable,NA,Online Ad,PENNSYLVANIA,10,2020,491,51.9,46.1
135648,Swayable,NA,Online Ad,TEXAS,10,2020,552,47.5,48.6
135649,Swayable,NA,Online Ad,VIRGINIA,10,2020,351,55.2,44.3
135650,Swayable,NA,Online Ad,WISCONSIN,10,2020,313,53.7,44.9
135065,TIPP,1.8,Live Phone/Online Panel,NA,10,2020,970,50.7,46.3
135066,TIPP,1.8,Live Phone/Online Panel,NA,10,2020,970,50.4,45.8
135069,Rasmussen,2.1,IVR/Online Panel,NA,10,2020,1500,49,47
135316,Qriously,NA,Online Ad,NA,10,2020,2234,49,39
134924,Ipsos,2.8,Probability Panel,WISCONSIN,10,2020,664,53,44
134927,Ipsos,2.8,Probability Panel,WISCONSIN,10,2020,664,53,44
134925,Ipsos,2.8,Probability Panel,PENNSYLVANIA,10,2020,655,50,45
134926,Ipsos,2.8,Probability Panel,PENNSYLVANIA,10,2020,655,51,44
135091,Ipsos,2.8,Probability Panel,MICHIGAN,10,2020,652,52,43
135100,Ipsos,2.8,Probability Panel,MICHIGAN,10,2020,652,53,43
135446,U. Massachusetts - Lowell,2.9,Online Panel,TEXAS,10,2020,873,47,48
135447,U. Massachusetts - Lowell,2.9,Online Panel,NORTH CAROLINA,10,2020,911,48,48
135667,YouGov,3,Online Panel,NA,10,2020,2000,53.9,42.5
135448,U. Massachusetts - Lowell,2.9,Online Panel,NEW HAMPSHIRE,10,2020,757,53,43
135696,YouGov,3,Online Panel,FLORIDA,10,2020,1200,48,46
136277,YouGov,3,Online Panel,NA,10,2020,2500,52,41
135044,USC Dornsife,2.4,Probability Panel,NA,10,2020,5197,52.37,42.35
135045,USC Dornsife,2.4,Probability Panel,NA,10,2020,5293,54.11,42.05
135046,USC Dornsife,2.4,Probability Panel,NA,10,2020,5293,53.28,42.5
135405,Cometrends,NA,Online Panel,NA,10,2020,2500,56,44
134912,InsiderAdvantage,2,IVR/Live Phone,PENNSYLVANIA,10,2020,400,45.5,48.4
135435,Tufts,1.8,Online Panel,NA,10,2020,1215,52,45
135047,Florida Atlantic University,2,IVR/Online Panel/Text-to-Web,FLORIDA,10,2020,937,50.16,48.13
135318,East Carolina University,2.6,IVR/Online Panel,SOUTH CAROLINA,10,2020,763,44.3,52.03
135721,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,PENNSYLVANIA,10,2020,1076,47.6,48.4
135722,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,WISCONSIN,10,2020,1082,47.5,47.1
135723,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,MINNESOTA,10,2020,1065,48,44.8
134898,Morning Consult,1.9,Online Panel,NA,10,2020,15509,52,43
134918,YouGov,3,Online Panel,NA,10,2020,1500,51,39
134919,YouGov,3,Online Panel,NA,10,2020,1350,54,42
134928,SurveyMonkey,2,Online Panel,NA,10,2020,19543,52,45
134980,SurveyMonkey,2,Online Panel,NA,10,2020,19543,52,46
135042,Leger,2,Online Panel,NA,10,2020,834,49,41
135079,Susquehanna,2.3,Live Phone,FLORIDA,10,2020,400,44,48.5
135106,Glengariff Group Inc.,1.5,Live Phone,MICHIGAN,10,2020,600,49.3,41.6
134885,Data for Progress,2.6,Online Panel/Text-to-Web,TEXAS,10,2020,1018,49,48
135085,OH Predictive Insights / MBQF,2.4,Live Phone,ARIZONA,10,2020,716,49,46
135268,Harper Polling,NA,Live Phone,NORTH CAROLINA,10,2020,504,47,46
135336,The Justice Collaborative Institute,1.3,Online Panel,ARIZONA,10,2020,1007,49,43
134877,TIPP,1.8,Live Phone/Online Panel,NA,10,2020,982,51.7,44.7
134878,TIPP,1.8,Live Phone/Online Panel,NA,10,2020,982,51.5,44.7
134880,Rasmussen,2.1,IVR/Online Panel,NA,10,2020,1500,47,48
135127,Colby College,NA,Live Phone/Online Panel,MAINE,10,2020,879,51,38
135128,Colby College,NA,Live Phone/Online Panel,MAINE CD-2,10,2020,453,46,42
135138,Colby College,NA,Live Phone/Online Panel,MAINE CD-1,10,2020,426,56,34
135295,Marquette Law School,3,Live Phone,WISCONSIN,10,2020,749,48,43
135296,Marquette Law School,3,Live Phone,WISCONSIN,10,2020,806,47,43
134907,Siena/NYT,3,Live Phone,TEXAS,10,2020,802,43,47
135121,ABC/Washington Post,3,Live Phone,MICHIGAN,10,2020,902,49,44
135122,ABC/Washington Post,3,Live Phone,MICHIGAN,10,2020,789,51,44
135123,ABC/Washington Post,3,Live Phone,WISCONSIN,10,2020,906,56,39
135124,ABC/Washington Post,3,Live Phone,WISCONSIN,10,2020,809,57,40
135367,Franklin and Marshall College,2.4,Mail-to-Web/Mail-to-Phone,PENNSYLVANIA,10,2020,558,50,44
135274,Univision/University of Arizona/Latino Decisions/North Star Opinion Research,NA,Live Phone/Email,ARIZONA,10,2020,725,50,45
135275,Univision/Latino Decisions/North Star Opinion Research,NA,Live Phone/Email,FLORIDA,10,2020,743,49,46
135276,Univision/University of Houston/Latino Decisions/North Star Opinion Research,NA,Live Phone/Email,TEXAS,10,2020,758,46,49
135277,Univision/Latino Decisions/North Star Opinion Research,NA,Live Phone/Email,PENNSYLVANIA,10,2020,723,50,45
134862,USC Dornsife,2.4,Probability Panel,NA,10,2020,5260,52.57,42.01
134863,USC Dornsife,2.4,Probability Panel,NA,10,2020,5355,54.29,41.73
134864,USC Dornsife,2.4,Probability Panel,NA,10,2020,5355,53.56,42.32
134929,SurveyMonkey,2,Online Panel,WYOMING,10,2020,654,31,67
134981,SurveyMonkey,2,Online Panel,WYOMING,10,2020,654,31,67
134930,SurveyMonkey,2,Online Panel,WEST VIRGINIA,10,2020,1271,33,65
134982,SurveyMonkey,2,Online Panel,WEST VIRGINIA,10,2020,1271,33,66
134933,SurveyMonkey,2,Online Panel,VERMONT,10,2020,1002,66,31
134985,SurveyMonkey,2,Online Panel,VERMONT,10,2020,1002,67,30
134934,SurveyMonkey,2,Online Panel,VIRGINIA,10,2020,6849,56,41
134986,SurveyMonkey,2,Online Panel,VIRGINIA,10,2020,6849,55,43
134938,SurveyMonkey,2,Online Panel,SOUTH DAKOTA,10,2020,964,43,54
134990,SurveyMonkey,2,Online Panel,SOUTH DAKOTA,10,2020,964,43,55
134941,SurveyMonkey,2,Online Panel,PENNSYLVANIA,10,2020,9986,52,45
134993,SurveyMonkey,2,Online Panel,PENNSYLVANIA,10,2020,9986,52,46
134942,SurveyMonkey,2,Online Panel,OREGON,10,2020,4932,60,38
134994,SurveyMonkey,2,Online Panel,OREGON,10,2020,4932,61,37
134943,SurveyMonkey,2,Online Panel,OKLAHOMA,10,2020,2790,41,57
134995,SurveyMonkey,2,Online Panel,OKLAHOMA,10,2020,2790,40,59
134946,SurveyMonkey,2,Online Panel,NEVADA,10,2020,3015,52,46
134998,SurveyMonkey,2,Online Panel,NEVADA,10,2020,3015,51,48
134947,SurveyMonkey,2,Online Panel,NEW MEXICO,10,2020,2584,53,45
134999,SurveyMonkey,2,Online Panel,NEW MEXICO,10,2020,2584,53,45
134949,SurveyMonkey,2,Online Panel,NEW HAMPSHIRE,10,2020,1629,56,43
135001,SurveyMonkey,2,Online Panel,NEW HAMPSHIRE,10,2020,1629,55,43
134951,SurveyMonkey,2,Online Panel,NORTH DAKOTA,10,2020,595,41,58
135003,SurveyMonkey,2,Online Panel,NORTH DAKOTA,10,2020,595,40,59
134953,SurveyMonkey,2,Online Panel,MONTANA,10,2020,1266,46,52
135005,SurveyMonkey,2,Online Panel,MONTANA,10,2020,1266,45,53
134954,SurveyMonkey,2,Online Panel,MISSISSIPPI,10,2020,1725,43,55
135006,SurveyMonkey,2,Online Panel,MISSISSIPPI,10,2020,1725,37,62
134955,SurveyMonkey,2,Online Panel,MISSOURI,10,2020,4314,46,52
135007,SurveyMonkey,2,Online Panel,MISSOURI,10,2020,4314,45,53
134957,SurveyMonkey,2,Online Panel,MICHIGAN,10,2020,7094,53,44
135009,SurveyMonkey,2,Online Panel,MICHIGAN,10,2020,7094,53,45
134958,SurveyMonkey,2,Online Panel,MAINE,10,2020,1749,56,42
135010,SurveyMonkey,2,Online Panel,MAINE,10,2020,1749,56,42
134959,SurveyMonkey,2,Online Panel,MARYLAND,10,2020,5456,67,30
135011,SurveyMonkey,2,Online Panel,MARYLAND,10,2020,5456,67,32
134960,SurveyMonkey,2,Online Panel,MASSACHUSETTS,10,2020,5310,69,28
135012,SurveyMonkey,2,Online Panel,MASSACHUSETTS,10,2020,5310,70,28
134961,SurveyMonkey,2,Online Panel,LOUISIANA,10,2020,2573,42,54
135013,SurveyMonkey,2,Online Panel,LOUISIANA,10,2020,2573,38,59
134963,SurveyMonkey,2,Online Panel,KANSAS,10,2020,3143,48,50
135015,SurveyMonkey,2,Online Panel,KANSAS,10,2020,3143,47,51
134964,SurveyMonkey,2,Online Panel,INDIANA,10,2020,4431,44,53
135016,SurveyMonkey,2,Online Panel,INDIANA,10,2020,4431,44,54
134966,SurveyMonkey,2,Online Panel,IDAHO,10,2020,1679,40,58
135018,SurveyMonkey,2,Online Panel,IDAHO,10,2020,1679,40,58
134967,SurveyMonkey,2,Online Panel,IOWA,10,2020,2768,50,48
135019,SurveyMonkey,2,Online Panel,IOWA,10,2020,2768,49,49
134968,SurveyMonkey,2,Online Panel,HAWAII,10,2020,1187,63,34
135020,SurveyMonkey,2,Online Panel,HAWAII,10,2020,1187,64,34
134969,SurveyMonkey,2,Online Panel,GEORGIA,10,2020,6564,52,46
135021,SurveyMonkey,2,Online Panel,GEORGIA,10,2020,6564,50,49
134971,SurveyMonkey,2,Online Panel,DELAWARE,10,2020,1212,63,35
135023,SurveyMonkey,2,Online Panel,DELAWARE,10,2020,1212,62,36
134973,SurveyMonkey,2,Online Panel,CONNECTICUT,10,2020,3490,63,34
