question_id,pollster,numeric_grade,methodology,state,start_date,end_date,sample_size,population,internal,partisan,office_type,answer,pct
134713,SurveyMonkey,2,Online Panel,Florida,9/26/20,10/23/20,14035,lv,NA,NA,U.S. President,Trump,49
134662,SurveyMonkey,2,Online Panel,Delaware,9/26/20,10/23/20,1182,rv,NA,NA,U.S. President,Biden,63
134662,SurveyMonkey,2,Online Panel,Delaware,9/26/20,10/23/20,1182,rv,NA,NA,U.S. President,Trump,35
134714,SurveyMonkey,2,Online Panel,Delaware,9/26/20,10/23/20,1182,lv,NA,NA,U.S. President,Biden,62
134714,SurveyMonkey,2,Online Panel,Delaware,9/26/20,10/23/20,1182,lv,NA,NA,U.S. President,Trump,36
134663,SurveyMonkey,2,Online Panel,District of Columbia,9/26/20,10/23/20,888,rv,NA,NA,U.S. President,Biden,87
134663,SurveyMonkey,2,Online Panel,District of Columbia,9/26/20,10/23/20,888,rv,NA,NA,U.S. President,Trump,10
134715,SurveyMonkey,2,Online Panel,District of Columbia,9/26/20,10/23/20,888,lv,NA,NA,U.S. President,Biden,89
134715,SurveyMonkey,2,Online Panel,District of Columbia,9/26/20,10/23/20,888,lv,NA,NA,U.S. President,Trump,9
134665,SurveyMonkey,2,Online Panel,Colorado,9/26/20,10/23/20,5623,rv,NA,NA,U.S. President,Biden,60
134665,SurveyMonkey,2,Online Panel,Colorado,9/26/20,10/23/20,5623,rv,NA,NA,U.S. President,Trump,38
134717,SurveyMonkey,2,Online Panel,Colorado,9/26/20,10/23/20,5623,lv,NA,NA,U.S. President,Biden,59
134717,SurveyMonkey,2,Online Panel,Colorado,9/26/20,10/23/20,5623,lv,NA,NA,U.S. President,Trump,40
134666,SurveyMonkey,2,Online Panel,California,9/26/20,10/23/20,22491,rv,NA,NA,U.S. President,Biden,62
134666,SurveyMonkey,2,Online Panel,California,9/26/20,10/23/20,22491,rv,NA,NA,U.S. President,Trump,36
134718,SurveyMonkey,2,Online Panel,California,9/26/20,10/23/20,22491,lv,NA,NA,U.S. President,Biden,62
134718,SurveyMonkey,2,Online Panel,California,9/26/20,10/23/20,22491,lv,NA,NA,U.S. President,Trump,36
134669,SurveyMonkey,2,Online Panel,Alabama,9/26/20,10/23/20,3093,rv,NA,NA,U.S. President,Biden,41
134669,SurveyMonkey,2,Online Panel,Alabama,9/26/20,10/23/20,3093,rv,NA,NA,U.S. President,Trump,57
134721,SurveyMonkey,2,Online Panel,Alabama,9/26/20,10/23/20,3093,lv,NA,NA,U.S. President,Biden,38
134721,SurveyMonkey,2,Online Panel,Alabama,9/26/20,10/23/20,3093,lv,NA,NA,U.S. President,Trump,61
134622,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/23/20,4490,rv,NA,NA,U.S. President,Biden,55
134622,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/23/20,4490,rv,NA,NA,U.S. President,Trump,42
134674,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/23/20,4490,lv,NA,NA,U.S. President,Biden,55
134674,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/23/20,4490,lv,NA,NA,U.S. President,Trump,43
134623,SurveyMonkey,2,Online Panel,Washington,9/25/20,10/23/20,7382,rv,NA,NA,U.S. President,Biden,61
134623,SurveyMonkey,2,Online Panel,Washington,9/25/20,10/23/20,7382,rv,NA,NA,U.S. President,Trump,36
134675,SurveyMonkey,2,Online Panel,Washington,9/25/20,10/23/20,7382,lv,NA,NA,U.S. President,Biden,62
134675,SurveyMonkey,2,Online Panel,Washington,9/25/20,10/23/20,7382,lv,NA,NA,U.S. President,Trump,37
134633,SurveyMonkey,2,Online Panel,Oregon,9/25/20,10/23/20,4803,rv,NA,NA,U.S. President,Biden,60
134633,SurveyMonkey,2,Online Panel,Oregon,9/25/20,10/23/20,4803,rv,NA,NA,U.S. President,Trump,38
134685,SurveyMonkey,2,Online Panel,Oregon,9/25/20,10/23/20,4803,lv,NA,NA,U.S. President,Biden,61
134685,SurveyMonkey,2,Online Panel,Oregon,9/25/20,10/23/20,4803,lv,NA,NA,U.S. President,Trump,38
134634,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/23/20,2746,rv,NA,NA,U.S. President,Biden,41
134634,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/23/20,2746,rv,NA,NA,U.S. President,Trump,57
134686,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/23/20,2746,lv,NA,NA,U.S. President,Biden,40
134686,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/23/20,2746,lv,NA,NA,U.S. President,Trump,59
134636,SurveyMonkey,2,Online Panel,New York,9/25/20,10/23/20,9721,rv,NA,NA,U.S. President,Biden,64
134636,SurveyMonkey,2,Online Panel,New York,9/25/20,10/23/20,9721,rv,NA,NA,U.S. President,Trump,32
134688,SurveyMonkey,2,Online Panel,New York,9/25/20,10/23/20,9721,lv,NA,NA,U.S. President,Biden,65
134688,SurveyMonkey,2,Online Panel,New York,9/25/20,10/23/20,9721,lv,NA,NA,U.S. President,Trump,33
134637,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/23/20,2787,rv,NA,NA,U.S. President,Biden,52
134637,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/23/20,2787,rv,NA,NA,U.S. President,Trump,46
134689,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/23/20,2787,lv,NA,NA,U.S. President,Biden,50
134689,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/23/20,2787,lv,NA,NA,U.S. President,Trump,48
134640,SurveyMonkey,2,Online Panel,New Hampshire,9/25/20,10/23/20,1605,rv,NA,NA,U.S. President,Biden,55
134640,SurveyMonkey,2,Online Panel,New Hampshire,9/25/20,10/23/20,1605,rv,NA,NA,U.S. President,Trump,43
134692,SurveyMonkey,2,Online Panel,New Hampshire,9/25/20,10/23/20,1605,lv,NA,NA,U.S. President,Biden,55
134692,SurveyMonkey,2,Online Panel,New Hampshire,9/25/20,10/23/20,1605,lv,NA,NA,U.S. President,Trump,43
134643,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/23/20,7530,rv,NA,NA,U.S. President,Biden,53
134643,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/23/20,7530,rv,NA,NA,U.S. President,Trump,45
134695,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/23/20,7530,lv,NA,NA,U.S. President,Biden,52
134695,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/23/20,7530,lv,NA,NA,U.S. President,Trump,46
134647,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/23/20,5002,rv,NA,NA,U.S. President,Biden,55
134647,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/23/20,5002,rv,NA,NA,U.S. President,Trump,42
134699,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/23/20,5002,lv,NA,NA,U.S. President,Biden,56
134699,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/23/20,5002,lv,NA,NA,U.S. President,Trump,42
134648,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/23/20,6891,rv,NA,NA,U.S. President,Biden,53
134648,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/23/20,6891,rv,NA,NA,U.S. President,Trump,43
134700,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/23/20,6891,lv,NA,NA,U.S. President,Biden,53
134700,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/23/20,6891,lv,NA,NA,U.S. President,Trump,44
134651,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/23/20,5198,rv,NA,NA,U.S. President,Biden,69
134651,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/23/20,5198,rv,NA,NA,U.S. President,Trump,28
134703,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/23/20,5198,lv,NA,NA,U.S. President,Biden,70
134703,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/23/20,5198,lv,NA,NA,U.S. President,Trump,28
134652,SurveyMonkey,2,Online Panel,Louisiana,9/25/20,10/23/20,2548,rv,NA,NA,U.S. President,Biden,42
134652,SurveyMonkey,2,Online Panel,Louisiana,9/25/20,10/23/20,2548,rv,NA,NA,U.S. President,Trump,55
134704,SurveyMonkey,2,Online Panel,Louisiana,9/25/20,10/23/20,2548,lv,NA,NA,U.S. President,Biden,38
134704,SurveyMonkey,2,Online Panel,Louisiana,9/25/20,10/23/20,2548,lv,NA,NA,U.S. President,Trump,59
134656,SurveyMonkey,2,Online Panel,Illinois,9/25/20,10/23/20,7609,rv,NA,NA,U.S. President,Biden,58
134656,SurveyMonkey,2,Online Panel,Illinois,9/25/20,10/23/20,7609,rv,NA,NA,U.S. President,Trump,39
134708,SurveyMonkey,2,Online Panel,Illinois,9/25/20,10/23/20,7609,lv,NA,NA,U.S. President,Biden,58
134708,SurveyMonkey,2,Online Panel,Illinois,9/25/20,10/23/20,7609,lv,NA,NA,U.S. President,Trump,40
134657,SurveyMonkey,2,Online Panel,Idaho,9/25/20,10/23/20,1651,rv,NA,NA,U.S. President,Biden,40
134657,SurveyMonkey,2,Online Panel,Idaho,9/25/20,10/23/20,1651,rv,NA,NA,U.S. President,Trump,58
134709,SurveyMonkey,2,Online Panel,Idaho,9/25/20,10/23/20,1651,lv,NA,NA,U.S. President,Biden,40
134709,SurveyMonkey,2,Online Panel,Idaho,9/25/20,10/23/20,1651,lv,NA,NA,U.S. President,Trump,58
134658,SurveyMonkey,2,Online Panel,Iowa,9/25/20,10/23/20,2738,rv,NA,NA,U.S. President,Biden,49
134658,SurveyMonkey,2,Online Panel,Iowa,9/25/20,10/23/20,2738,rv,NA,NA,U.S. President,Trump,49
134710,SurveyMonkey,2,Online Panel,Iowa,9/25/20,10/23/20,2738,lv,NA,NA,U.S. President,Biden,49
134710,SurveyMonkey,2,Online Panel,Iowa,9/25/20,10/23/20,2738,lv,NA,NA,U.S. President,Trump,50
134664,SurveyMonkey,2,Online Panel,Connecticut,9/25/20,10/23/20,3442,rv,NA,NA,U.S. President,Biden,62
134664,SurveyMonkey,2,Online Panel,Connecticut,9/25/20,10/23/20,3442,rv,NA,NA,U.S. President,Trump,34
134716,SurveyMonkey,2,Online Panel,Connecticut,9/25/20,10/23/20,3442,lv,NA,NA,U.S. President,Biden,63
134716,SurveyMonkey,2,Online Panel,Connecticut,9/25/20,10/23/20,3442,lv,NA,NA,U.S. President,Trump,35
134667,SurveyMonkey,2,Online Panel,Arizona,9/25/20,10/23/20,5626,rv,NA,NA,U.S. President,Biden,54
134667,SurveyMonkey,2,Online Panel,Arizona,9/25/20,10/23/20,5626,rv,NA,NA,U.S. President,Trump,44
134719,SurveyMonkey,2,Online Panel,Arizona,9/25/20,10/23/20,5626,lv,NA,NA,U.S. President,Biden,53
134719,SurveyMonkey,2,Online Panel,Arizona,9/25/20,10/23/20,5626,lv,NA,NA,U.S. President,Trump,46
134668,SurveyMonkey,2,Online Panel,Arkansas,9/25/20,10/23/20,1989,rv,NA,NA,U.S. President,Biden,41
134668,SurveyMonkey,2,Online Panel,Arkansas,9/25/20,10/23/20,1989,rv,NA,NA,U.S. President,Trump,57
134720,SurveyMonkey,2,Online Panel,Arkansas,9/25/20,10/23/20,1989,lv,NA,NA,U.S. President,Biden,39
134720,SurveyMonkey,2,Online Panel,Arkansas,9/25/20,10/23/20,1989,lv,NA,NA,U.S. President,Trump,59
134670,SurveyMonkey,2,Online Panel,Alaska,9/25/20,10/23/20,1049,rv,NA,NA,U.S. President,Biden,45
134670,SurveyMonkey,2,Online Panel,Alaska,9/25/20,10/23/20,1049,rv,NA,NA,U.S. President,Trump,52
134722,SurveyMonkey,2,Online Panel,Alaska,9/25/20,10/23/20,1049,lv,NA,NA,U.S. President,Biden,45
134722,SurveyMonkey,2,Online Panel,Alaska,9/25/20,10/23/20,1049,lv,NA,NA,U.S. President,Trump,53
135083,U. New Orleans,2,IVR,Louisiana,10/22/20,10/22/20,755,lv,NA,NA,U.S. President,Biden,35.9
135083,U. New Orleans,2,IVR,Louisiana,10/22/20,10/22/20,755,lv,NA,NA,U.S. President,Trump,58.8
134285,PPP,1.4,IVR/Text,Pennsylvania,10/21/20,10/22/20,890,v,NA,DEM,U.S. President,Biden,51
134285,PPP,1.4,IVR/Text,Pennsylvania,10/21/20,10/22/20,890,v,NA,DEM,U.S. President,Trump,46
134286,PPP,1.4,IVR/Text,Michigan,10/21/20,10/22/20,804,v,NA,DEM,U.S. President,Biden,50
134286,PPP,1.4,IVR/Text,Michigan,10/21/20,10/22/20,804,v,NA,DEM,U.S. President,Trump,43
134410,St. Pete Polls,2.4,IVR,Florida,10/21/20,10/22/20,2527,lv,NA,NA,U.S. President,Biden,48.9
134410,St. Pete Polls,2.4,IVR,Florida,10/21/20,10/22/20,2527,lv,NA,NA,U.S. President,Trump,47.4
134488,SurveyMonkey,2,Online Panel,NA,10/20/20,10/22/20,34788,rv,NA,NA,U.S. President,Biden,53
134488,SurveyMonkey,2,Online Panel,NA,10/20/20,10/22/20,34788,rv,NA,NA,U.S. President,Trump,44
134540,SurveyMonkey,2,Online Panel,NA,10/20/20,10/22/20,34788,lv,NA,NA,U.S. President,Biden,52
134540,SurveyMonkey,2,Online Panel,NA,10/20/20,10/22/20,34788,lv,NA,NA,U.S. President,Trump,46
134592,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,Biden,49
134592,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,Trump,39
134592,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,Jorgensen,2
134592,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,Hawkins,1
134592,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,West,1
134593,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,Biden,45
134593,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,Trump,38
134593,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,Jorgensen,2
134593,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,Hawkins,1
134593,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,West,1
134594,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,Biden,45
134594,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1393,a,NA,NA,U.S. President,Trump,38
134595,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,Biden,50
134595,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,1214,rv,NA,NA,U.S. President,Trump,40
134596,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,935,lv,NA,NA,U.S. President,Biden,51
134596,Ipsos,2.8,Probability Panel,NA,10/20/20,10/22/20,935,lv,NA,NA,U.S. President,Trump,43
134752,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,North Carolina,10/20/20,10/22/20,1098,lv,NA,REP,U.S. President,Biden,46
134752,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,North Carolina,10/20/20,10/22/20,1098,lv,NA,REP,U.S. President,Trump,48.8
134752,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,North Carolina,10/20/20,10/22/20,1098,lv,NA,REP,U.S. President,Jorgensen,2.3
134752,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,North Carolina,10/20/20,10/22/20,1098,lv,NA,REP,U.S. President,Hawkins,0.4
134752,Trafalgar Group,0.7,IVR/Live Phone/Text/Online Panel/Email,North Carolina,10/20/20,10/22/20,1098,lv,NA,REP,U.S. President,Blankenship,0.2
134895,Morning Consult,1.9,Online Panel,NA,10/20/20,10/22/20,12000,lv,NA,NA,U.S. President,Biden,52
134895,Morning Consult,1.9,Online Panel,NA,10/20/20,10/22/20,12000,lv,NA,NA,U.S. President,Trump,43
134911,RMG Research,2.3,IVR/Text-to-Web/Online Ad,Florida,10/20/20,10/22/20,800,lv,NA,NA,U.S. President,Biden,50
134911,RMG Research,2.3,IVR/Text-to-Web/Online Ad,Florida,10/20/20,10/22/20,800,lv,NA,NA,U.S. President,Trump,48
134439,Susquehanna,2.3,Live Phone,Arizona,10/19/20,10/22/20,500,lv,NA,NA,U.S. President,Biden,46.2
134439,Susquehanna,2.3,Live Phone,Arizona,10/19/20,10/22/20,500,lv,NA,NA,U.S. President,Trump,46.6
134439,Susquehanna,2.3,Live Phone,Arizona,10/19/20,10/22/20,500,lv,NA,NA,U.S. President,Jorgensen,4.4
134412,TIPP,1.8,Live Phone/Online Panel,NA,10/18/20,10/22/20,972,lv,NA,NA,U.S. President,Biden,49.8
134412,TIPP,1.8,Live Phone/Online Panel,NA,10/18/20,10/22/20,972,lv,NA,NA,U.S. President,Trump,45.2
134412,TIPP,1.8,Live Phone/Online Panel,NA,10/18/20,10/22/20,972,lv,NA,NA,U.S. President,Jorgensen,2.2
134412,TIPP,1.8,Live Phone/Online Panel,NA,10/18/20,10/22/20,972,lv,NA,NA,U.S. President,Hawkins,0.8
134413,TIPP,1.8,Live Phone/Online Panel,NA,10/18/20,10/22/20,972,lv,NA,NA,U.S. President,Biden,49.8
134413,TIPP,1.8,Live Phone/Online Panel,NA,10/18/20,10/22/20,972,lv,NA,NA,U.S. President,Trump,45.9
135406,Virginia Commonwealth U.,2.1,Live Phone,Virginia,10/13/20,10/22/20,709,lv,NA,NA,U.S. President,Biden,51
135406,Virginia Commonwealth U.,2.1,Live Phone,Virginia,10/13/20,10/22/20,709,lv,NA,NA,U.S. President,Trump,39
134405,USC Dornsife,2.4,Probability Panel,NA,10/9/20,10/22/20,5189,rv,NA,NA,U.S. President,Biden,52.29
134405,USC Dornsife,2.4,Probability Panel,NA,10/9/20,10/22/20,5189,rv,NA,NA,U.S. President,Trump,41.91
134406,USC Dornsife,2.4,Probability Panel,NA,10/9/20,10/22/20,5278,lv,NA,NA,U.S. President,Biden,54.26
134406,USC Dornsife,2.4,Probability Panel,NA,10/9/20,10/22/20,5278,lv,NA,NA,U.S. President,Trump,41.64
134407,USC Dornsife,2.4,Probability Panel,NA,10/9/20,10/22/20,5278,lv,NA,NA,U.S. President,Biden,53.56
134407,USC Dornsife,2.4,Probability Panel,NA,10/9/20,10/22/20,5278,lv,NA,NA,U.S. President,Trump,42.19
134489,SurveyMonkey,2,Online Panel,Wyoming,9/25/20,10/22/20,616,rv,NA,NA,U.S. President,Biden,30
134489,SurveyMonkey,2,Online Panel,Wyoming,9/25/20,10/22/20,616,rv,NA,NA,U.S. President,Trump,67
134541,SurveyMonkey,2,Online Panel,Wyoming,9/25/20,10/22/20,616,lv,NA,NA,U.S. President,Biden,30
134541,SurveyMonkey,2,Online Panel,Wyoming,9/25/20,10/22/20,616,lv,NA,NA,U.S. President,Trump,68
134491,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/22/20,4528,rv,NA,NA,U.S. President,Biden,55
134491,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/22/20,4528,rv,NA,NA,U.S. President,Trump,42
134543,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/22/20,4528,lv,NA,NA,U.S. President,Biden,55
134543,SurveyMonkey,2,Online Panel,Wisconsin,9/25/20,10/22/20,4528,lv,NA,NA,U.S. President,Trump,43
134494,SurveyMonkey,2,Online Panel,Virginia,9/25/20,10/22/20,6665,rv,NA,NA,U.S. President,Biden,56
134494,SurveyMonkey,2,Online Panel,Virginia,9/25/20,10/22/20,6665,rv,NA,NA,U.S. President,Trump,41
134546,SurveyMonkey,2,Online Panel,Virginia,9/25/20,10/22/20,6665,lv,NA,NA,U.S. President,Biden,55
134546,SurveyMonkey,2,Online Panel,Virginia,9/25/20,10/22/20,6665,lv,NA,NA,U.S. President,Trump,43
134496,SurveyMonkey,2,Online Panel,Texas,9/25/20,10/22/20,14434,rv,NA,NA,U.S. President,Biden,49
134496,SurveyMonkey,2,Online Panel,Texas,9/25/20,10/22/20,14434,rv,NA,NA,U.S. President,Trump,48
134548,SurveyMonkey,2,Online Panel,Texas,9/25/20,10/22/20,14434,lv,NA,NA,U.S. President,Biden,47
134548,SurveyMonkey,2,Online Panel,Texas,9/25/20,10/22/20,14434,lv,NA,NA,U.S. President,Trump,51
134497,SurveyMonkey,2,Online Panel,Tennessee,9/25/20,10/22/20,4547,rv,NA,NA,U.S. President,Biden,44
134497,SurveyMonkey,2,Online Panel,Tennessee,9/25/20,10/22/20,4547,rv,NA,NA,U.S. President,Trump,54
134549,SurveyMonkey,2,Online Panel,Tennessee,9/25/20,10/22/20,4547,lv,NA,NA,U.S. President,Biden,42
134549,SurveyMonkey,2,Online Panel,Tennessee,9/25/20,10/22/20,4547,lv,NA,NA,U.S. President,Trump,56
134501,SurveyMonkey,2,Online Panel,Pennsylvania,9/25/20,10/22/20,9615,rv,NA,NA,U.S. President,Biden,53
134501,SurveyMonkey,2,Online Panel,Pennsylvania,9/25/20,10/22/20,9615,rv,NA,NA,U.S. President,Trump,45
134553,SurveyMonkey,2,Online Panel,Pennsylvania,9/25/20,10/22/20,9615,lv,NA,NA,U.S. President,Biden,52
134553,SurveyMonkey,2,Online Panel,Pennsylvania,9/25/20,10/22/20,9615,lv,NA,NA,U.S. President,Trump,46
134503,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/22/20,2670,rv,NA,NA,U.S. President,Biden,41
134503,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/22/20,2670,rv,NA,NA,U.S. President,Trump,57
134555,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/22/20,2670,lv,NA,NA,U.S. President,Biden,40
134555,SurveyMonkey,2,Online Panel,Oklahoma,9/25/20,10/22/20,2670,lv,NA,NA,U.S. President,Trump,58
134506,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/22/20,2790,rv,NA,NA,U.S. President,Biden,52
134506,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/22/20,2790,rv,NA,NA,U.S. President,Trump,46
134558,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/22/20,2790,lv,NA,NA,U.S. President,Biden,51
134558,SurveyMonkey,2,Online Panel,Nevada,9/25/20,10/22/20,2790,lv,NA,NA,U.S. President,Trump,48
134507,SurveyMonkey,2,Online Panel,New Mexico,9/25/20,10/22/20,2431,rv,NA,NA,U.S. President,Biden,53
134507,SurveyMonkey,2,Online Panel,New Mexico,9/25/20,10/22/20,2431,rv,NA,NA,U.S. President,Trump,46
134559,SurveyMonkey,2,Online Panel,New Mexico,9/25/20,10/22/20,2431,lv,NA,NA,U.S. President,Biden,53
134559,SurveyMonkey,2,Online Panel,New Mexico,9/25/20,10/22/20,2431,lv,NA,NA,U.S. President,Trump,46
134508,SurveyMonkey,2,Online Panel,New Jersey,9/25/20,10/22/20,5811,rv,NA,NA,U.S. President,Biden,60
134508,SurveyMonkey,2,Online Panel,New Jersey,9/25/20,10/22/20,5811,rv,NA,NA,U.S. President,Trump,36
134560,SurveyMonkey,2,Online Panel,New Jersey,9/25/20,10/22/20,5811,lv,NA,NA,U.S. President,Biden,61
134560,SurveyMonkey,2,Online Panel,New Jersey,9/25/20,10/22/20,5811,lv,NA,NA,U.S. President,Trump,36
134512,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/22/20,7271,rv,NA,NA,U.S. President,Biden,53
134512,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/22/20,7271,rv,NA,NA,U.S. President,Trump,45
134564,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/22/20,7271,lv,NA,NA,U.S. President,Biden,52
134564,SurveyMonkey,2,Online Panel,North Carolina,9/25/20,10/22/20,7271,lv,NA,NA,U.S. President,Trump,46
134514,SurveyMonkey,2,Online Panel,Mississippi,9/25/20,10/22/20,1612,rv,NA,NA,U.S. President,Biden,43
134514,SurveyMonkey,2,Online Panel,Mississippi,9/25/20,10/22/20,1612,rv,NA,NA,U.S. President,Trump,55
134566,SurveyMonkey,2,Online Panel,Mississippi,9/25/20,10/22/20,1612,lv,NA,NA,U.S. President,Biden,37
134566,SurveyMonkey,2,Online Panel,Mississippi,9/25/20,10/22/20,1612,lv,NA,NA,U.S. President,Trump,61
134515,SurveyMonkey,2,Online Panel,Missouri,9/25/20,10/22/20,4257,rv,NA,NA,U.S. President,Biden,46
134515,SurveyMonkey,2,Online Panel,Missouri,9/25/20,10/22/20,4257,rv,NA,NA,U.S. President,Trump,52
134567,SurveyMonkey,2,Online Panel,Missouri,9/25/20,10/22/20,4257,lv,NA,NA,U.S. President,Biden,45
134567,SurveyMonkey,2,Online Panel,Missouri,9/25/20,10/22/20,4257,lv,NA,NA,U.S. President,Trump,53
134516,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/22/20,4972,rv,NA,NA,U.S. President,Biden,55
134516,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/22/20,4972,rv,NA,NA,U.S. President,Trump,43
134568,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/22/20,4972,lv,NA,NA,U.S. President,Biden,56
134568,SurveyMonkey,2,Online Panel,Minnesota,9/25/20,10/22/20,4972,lv,NA,NA,U.S. President,Trump,42
134517,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/22/20,6767,rv,NA,NA,U.S. President,Biden,53
134517,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/22/20,6767,rv,NA,NA,U.S. President,Trump,43
134569,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/22/20,6767,lv,NA,NA,U.S. President,Biden,53
134569,SurveyMonkey,2,Online Panel,Michigan,9/25/20,10/22/20,6767,lv,NA,NA,U.S. President,Trump,44
134518,SurveyMonkey,2,Online Panel,Maine,9/25/20,10/22/20,1709,rv,NA,NA,U.S. President,Biden,56
134518,SurveyMonkey,2,Online Panel,Maine,9/25/20,10/22/20,1709,rv,NA,NA,U.S. President,Trump,42
134570,SurveyMonkey,2,Online Panel,Maine,9/25/20,10/22/20,1709,lv,NA,NA,U.S. President,Biden,56
134570,SurveyMonkey,2,Online Panel,Maine,9/25/20,10/22/20,1709,lv,NA,NA,U.S. President,Trump,43
134519,SurveyMonkey,2,Online Panel,Maryland,9/25/20,10/22/20,5194,rv,NA,NA,U.S. President,Biden,67
134519,SurveyMonkey,2,Online Panel,Maryland,9/25/20,10/22/20,5194,rv,NA,NA,U.S. President,Trump,30
134571,SurveyMonkey,2,Online Panel,Maryland,9/25/20,10/22/20,5194,lv,NA,NA,U.S. President,Biden,66
134571,SurveyMonkey,2,Online Panel,Maryland,9/25/20,10/22/20,5194,lv,NA,NA,U.S. President,Trump,32
134520,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/22/20,5133,rv,NA,NA,U.S. President,Biden,69
134520,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/22/20,5133,rv,NA,NA,U.S. President,Trump,28
134572,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/22/20,5133,lv,NA,NA,U.S. President,Biden,70
134572,SurveyMonkey,2,Online Panel,Massachusetts,9/25/20,10/22/20,5133,lv,NA,NA,U.S. President,Trump,28
134522,SurveyMonkey,2,Online Panel,Kentucky,9/25/20,10/22/20,3252,rv,NA,NA,U.S. President,Biden,42
134522,SurveyMonkey,2,Online Panel,Kentucky,9/25/20,10/22/20,3252,rv,NA,NA,U.S. President,Trump,56
